Request time,Request Date,Trip Earnings,Fare,Safety Coverage Fee,Waiting Fee,Pickup Bonus,Discount,Surge,Pathao Net Commission,Pathao will Pay,You will Pay,Pickup Point,Destination Point,Distance,Duration,Trip Type,Pickup Area
7:50:00 AM,1/7/2025,615.6,570.91,10,20.0,,70,57.09,32.4,27.6,0,"royal baby mart,shyamoli,mohammadpur",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,15.43,41.2,Prime,Mohammadpur
7:18:00 PM,1/5/2025,456.45,488.18,10,,,70,48.82,80.55,0,20.55,"cup o joe, road 24, gulshan 1","BOSIR FURNITURE SOBUJ BANGLA R/A, MIRPUR 11",10.2,53.3,Prime,Gulshan
6:44:00 PM,1/7/2025,627.15,660.16,10,,,70,,33.01,26.99,0,"ladies club auditorium,eskaton garden rd,old eskaton","HOUSE 532/4,ROAD 11 WEST,BLOCK K,BARIDHARA DOHS",13.48,64.8,Prime,
4:22:00 PM,1/2/2025,276.45,277.14,10,,,70,13.86,14.55,45.45,0,"north end coffee roasters , block cwn , gulshan 2","TARO BANGLA , SHAHINBAG , TEJGAON",4.67,23.3,Prime,
8:53:00 AM,12/2/2024,317.92,353.24,2,,,100,,35.33,62.68,0,"amins , c 59, rd 4, mohanagar housing project , rampura","PATHAO HQ , CXN (A), 3A , ROAD 49 , GULSHAN 2",5.99,52.1,Plus,
11:53:00 AM,1/9/2025,751.5,759.09,10,,,70,75.91,83.5,0,23.5,"mohammadpur rasel , civilaviation colony , kurmitola",DEMRA STAFF QUARTER BUS STOP,19.64,78.6,Prime,
7:54:00 PM,1/6/2025,487.35,466.36,5,,,65,46.64,25.65,34.35,0,"impetus center,bir uttam mir shawkat sarak,east nakhalpara,niketan","MPULSE ENGINEERING LIMITED,BLOCK J BARIDHARA",7.92,58.7,Plus,
9:41:00 AM,1/2/2025,279.65,313.33,10,,,70,15.67,49.35,10.65,0,"sornali garden , 15/1, senpara parbata , section 13","SOUTHEST UNIVEWRSITYRD , 18 2",5.13,33.3,Prime,
7:46:00 AM,1/6/2025,679.25,715,5,,,50,,35.75,9.25,0,"sadiya varities store,ahalia,uttara","A ONE FOOD & PASTRY SHIMANTO SQUARE,BGB GATE,DHANMONDI 2",21.09,77.4,Plus,Uttara
8:46:00 PM,1/2/2025,282.15,282.86,10,,,70,14.14,14.85,45.15,0,"japan garden city , mohammadpur","KIB CONVENTION HALL , KHAMAR BARI ROAD , KHAMAR BARI",3.85,26.6,Prime,Mohammadpur
2:11:00 PM,1/5/2025,1399.35,1473,10,,,0,,73.65,0,83.65,"kitchen express,eidgah matt,sony hall,mirpur 1","BMTF HIGH SCHOOL,SHIMULTOLY RD,1702",37.92,130.2,Plus,
3:05:00 PM,1/4/2025,403.75,475,5,,,100,,71.25,23.75,0,"h 299, rd 7/a, block e, bashundhara r/a","TOPOR TILA , 7/3, ZAKIR HOSSAIN ROAD LALMATIA",14.54,56.3,Plus,Bashundhara R/A
10:01:00 PM,1/2/2025,326.8,327.62,10,,,70,16.38,17.2,42.8,0,"dutch-bangla bank limited atm booth , gulshan pink city shopping complex , gulshan avenue , gulshan 2","MOGHBAZAR MOR JAME MASJID , NAYATOLA RD , MOGBAZAR",7.08,24.6,Prime,
7:11:00 AM,1/7/2025,619.4,620.95,10,,,70,31.05,32.6,27.4,0,"315,road  no 5,basundhara r/a","ADABOR 10 NO BAZAR RD 10,BAITUL AMAN HOUSING,ADABOR",16.58,56.8,Prime,Bashundhara
11:34:00 AM,1/6/2025,434.35,511,5,,,70,,76.65,0,11.65,"khalil villa , sector 11, uttara","GOLDEN GLADES , H 61, RD 25 , BANANI",12.65,58.8,Plus,Uttara
7:49:00 PM,1/2/2025,530.1,558,10,,,100,,27.9,62.1,0,"vip shaad futchka and chotpoti , road 50 , gulshan 2 , gulshan","NHA GARFEN CITY BUILDING 13 , RING ROAD , SHYAMOLI , MOHAMMADPUR",9.51,79.8,Prime,Gulshan
12:19:00 PM,1/7/2025,524.4,501.82,10,,,70,50.18,27.6,32.4,0,"article  19 south asia,gulshan 2,gulshan","CHAND COMMUNITY CENTER,ZAHIR RAIHAN SARANI,DHAKA MEDICAL COLLEGE",12.22,44.5,Prime,Gulshan
10:19:00 AM,1/9/2025,419.9,470.48,5,,,0,23.52,74.1,0,79.1,"1327, sheikh mujib rd , bandartila circle","REGENCY GARMENTS LTD UNIT 1, CEPZENTRY RD , SOUTH HALISHAHAR",12.77,38.4,Plus,
8:27:00 AM,1/4/2025,515.85,523,10,20.0,,70,,27.15,32.85,0,"rim jhim building,namapara,khilkhet","FACYLTU OF SOCIAL SCIENCE,DU,KAZI NAZRUL ISLAM AVE,UNIVERSITY OF DHAKA",14.12,28.6,Prime,
6:17:00 PM,1/2/2025,422.75,404.55,5,,,65,40.45,22.25,37.75,0,"habib molla shahi chotpoti and fuchka , shahjadpur , b","RADISSON BLU DHAKA WATER GARDEN , NEW AIRPORT RD , DHAKA CANTONMENT",5.38,40.1,Plus,
5:18:00 PM,1/7/2025,314.45,331,10,,,70,,16.55,43.45,0,"fulbon  sweets,mirpur rd,darus salam","SQUARE HOSPITAL LTD,PANTHAPATH",5.39,37,Prime,
10:49:00 PM,1/2/2025,253.65,254.29,10,,,69.25,12.71,13.35,45.9,0,"police convention hall , old elephant rd , old eskaton","RD 3 A , NIKETON",4.72,16.2,Prime,
9:56:00 AM,1/7/2025,633.65,667,5,,,0,,33.35,0,38.35,"meena sweets,sector 14,uttara","NAFI TOWER,53,GULSHAN AVENUE,GULSHAN 1,GULSHAN",16.71,103.8,Plus,Uttara
7:54:00 PM,1/6/2025,487.35,466.36,5,,,65,46.64,25.65,34.35,0,"impetus center,bir uttam mir shawkat sarak,east nakhalpara,niketan","MPULSE ENGINEERING LIMITED,BLOCK J,BARIDHARA",7.92,58.7,Plus,
3:38:00 PM,1/1/2025,190,181.82,5,,,41,18.18,10,26,0,"boshudha builders limited, west dhanmondi","IBN SINA DIAGONSTIC AND IMAGING CENTRE , 46 , DHANMONDI 9/A, DHANMONDI R/A",0.61,15,Plus,Dhanmondi
7:23:00 AM,1/8/2025,244.15,244.76,10,,,66.75,12.24,12.85,43.9,0,"naheebites,block j , basundhara r/a","APOLLO HOSPITAL, BASUNDHARA, BASUNDHARA R/A",2.85,16.6,Prime,Bashundhara
11:02:00 AM,1/5/2025,561.02,590.55,5,,,50,,29.53,15.47,0,"house 12,road 1,sector 5,uttara","SAWARI BD,BLOCK A,MIRPUR 2",19.86,31.4,Plus,Uttara
8:16:00 PM,1/7/2025,456.95,481,10,,,70,,24.05,35.95,0,"nirvana,block c, basundhara r/a",INDIRA ROAD CRICKET ACADEMY,12.05,38.9,Prime,Bashundhara
11:11:00 AM,1/1/2025,395.2,378.18,10,,,70,37.82,20.8,39.2,0,"sobhanbag govt. quarter , sobhanbag , sukrabad , dhanmondi","LONDON INTERNATIONAL SCHOOL , ROAD 1, BLOCK A, GULSHAN 1,",6.72,27,Prime,Dhanmondi
10:49:00 AM,1/8/2025,264.1,278,5,,,56.6,,13.9,37.7,0,"rain tune,2/g lane 2,mukti housing,shyamoli","TABAQ COFFEE,ROAD 2,DHANMONDI",6,31,Plus,
12:40:00 PM,1/1/2025,534.85,563,5,,,70,,28.15,36.85,0,"imart , road -84, gulshan 2, gulshan","URBAN ZENITH , RESIDENTIAL AREA , DHANMONDI",13.86,50.5,Plus,Gulshan
3:52:00 PM,1/1/2025,420.85,402.73,10,,,70,40.27,22.15,37.85,0,"mohananda , 39, road 11, dhanmondi r/a",NORTH BADDA FOOT OVER BRIDGE,8.75,36.5,Prime,
3:38:00 PM,1/7/2025,320.15,306.36,10,,,70,30.64,16.85,43.15,0,"elec,lake circus road,kolabagan","ADABOR 10 NO BAZAR,RD 10,BAITUL AMAN HOUSING,ADABOR",5.62,27.8,Prime,
8:01:00 AM,1/8/2025,462.65,487,10,,,70,,24.35,35.65,0,"prottasha,block d, bashundhara r/a","ARIF FURNITURE,MAZAR RD,DARUS SALAM",12.98,35.4,Prime,Bashundhara R/A
4:03:00 PM,1/8/2025,306.85,323,5,,,49.2,,16.15,28.05,0,"haribar gulshan,gulshan 2","ARMY OFFICERS CLUB,SHAHID SHARANI,DHAKA CANTONMENT",6.83,27,Plus,
4:19:00 PM,1/6/2025,522.5,550,5,,,50,,27.5,17.5,0,"csb study abroad,block g,banani","HAFEZ COTTAGE,14/A,SHAH SHAHEB NAGAR,MIDDLE PAIKAPARA,MUKTI HOUSING,MODDHO PAIKPARA",13.58,48.4,Plus,Banani
3:18:00 PM,1/8/2025,279.3,255.65,10,,,70,38.35,14.7,45.3,0,kitchen zone,"SCANE MEDIA,ROAD 18,HOUSE 78,BLOCK A,BANANI",3.56,18.6,Prime,
9:11:00 PM,1/7/2025,325.85,343,5,,,69.6,,17.15,47.45,0,"aeroplane sculpture,bijoy sarani,tejgaon","BLUE FOX EXPERINTIAL MARKETING,BLOCK A,BANANI",5.28,54.6,Plus,
8:36:00 AM,1/6/2025,526.3,481.74,10,,,100,72.76,27.7,62.3,0,"combeshi general store,jigatola,dhanmondi","EAST WEST UNIVERSITY,A/2 JAHURUL ISLAM AVENUE",10.28,50.8,Prime,Dhanmondi
9:28:00 AM,1/2/2025,557.65,559.05,10,,,70,27.95,29.35,30.65,0,"tahmid pharma,sector 12,uttara","ROAD 8,BARIDHARA,GULSHAN",12.6,60,Prime,Uttara
4:56:00 PM,1/1/2025,232.75,245,5,,,0,,12.25,0,17.25,"dutch bangla atm in united hospital,gulshan 2","HOUSE 91A,ROAD 23A,BLOCK B,BANANI,DHAKA",4.07,20,Plus,
10:31:00 AM,1/2/2025,426.55,449,5,,,65,,22.45,37.55,0,"vatara rd,notun bazar,gulshan","BRB HOSPITAL LTD,PANTHAPATH",9.14,60.6,Plus,Gulshan
8:16:00 AM,1/2/2025,341.05,341.9,10,,,70,17.1,17.95,42.05,0,"229,road 2,basundhara r/a","GIANT BUSINESS TOWER,SECTOR 3,UTTARA",6.78,31,Prime,Bashundhara
11:53:00 AM,1/9/2025,306.99,307.76,10,,,70,15.39,16.16,43.84,0,"prince bazar ltd,mohammadpur ring rd,shyamoli","LALBAG TEHARI GOR,44,KALLYANDPUR MAIN ROAD,MUKTI HOUSING,KALLYANPUR",3.15,14,Prime,
7:00:00 PM,1/11/2025,429.66,411.15,10,,,70,41.12,22.61,37.39,0,"m/s monowora pharmacy,213/4/g,uttar shyamoli,paschim agargaon,shyamoli road no 2,mukti housing,paschim agargaon","RD 14,BAITUL AMAN HOUSING,MOHAMMADPUR",5.93,35.1,Prime,
4:15:00 PM,1/10/2025,502.85,445.45,10,,37.35,70,44.55,24.5,72.85,0,"noboratri-hall 4,internatioanal convention city bashundhara,purbachal 300 feet road,dhaka","RUPNAGAR MODEL SCHOOL GROUND,RUPNAGAR RD,RUPNAGAR,PALLABI",10.47,38.5,Prime,
1:19:00 PM,1/4/2025,525.35,553,5,,,0,,27.65,37.35,0,"meet & eat,tikkpara,mohammadpur","435,ROAD NO 17,BLOCK A, BASUNDHARA R/A",15.41,56.4,Plus,Mohammadpur
8:42:00 PM,1/11/2025,537.7,566,5,,,50,,28.3,16.7,0,"polwell shopping center,dhaka mymensingh highway,sector 9,uttara,dhaka","RD 3,TURAG CITY,MIRPUR 1",18.02,75,Plus,
5:14:00 PM,1/3/2025,581.4,612,5,,,50,,30.6,14.4,0,"appys collection,sector 4,uttara","SHIMANTO SQUARE,RD 2,DHANMONDI",17.47,64.2,Plus,Uttara
3:16:00 PM,1/11/2025,635.55,649,10,20.0,,407.4,,33.45,363.95,0,"house 60,road 2,block c,basundhara r/a","DHAKA INTERNATIONAL TRADE FAIR(BANIJJO MELA),SECTOR 4,PURBACHAL",15.91,37.3,Plus,Bashundhara
10:32:00 PM,1/11/2025,643.15,644.76,10,,,70,32.24,33.85,26.15,0,"dutch bangla bank ltd atm,rd 3,shah ali bag,mirpur 1","JURAIN RAILGATE BUS STOP,JURAIN RAILGATE,POSTOGOLA",19.37,62.4,Prime,
6:13:00 PM,1/11/2025,665,700,5,,,0,,35,0,40,"suvastu arcare(ict bhaban),new elephant road,katabon","POLWEL CARNATION SHOPPING CENTRE,SECTOR 8,UTTARA",19.97,80.4,Plus,
5:18:00 PM,1/11/2025,680.2,716,5,,,65,,35.8,24.2,0,"the city bank ltd amex lounge domesitc terminal hsia,hazrat shahjalal internatonal airport,kurmitola","GENETIC HUQ GARDEN,HOUSE 1,SHYAMOLI,RING ROAD,DHAKA",19.07,69.6,Plus,
2:43:00 PM,1/7/2025,882.55,929,10,,,0,,46.45,0,56.45,"suchona community center,ring road,shyamoli,mohammadpur",SAVAR BUS STAND,22.93,65.4,Prime,Mohammadpur
3:54:00 PM,1/11/2025,911.05,959,10,,,500,,47.95,442.05,0,"banijjo mela,sector 4,purbachal","HAJJ CAMP,HAZI CAMP RD,NEW AIRPORT",22.88,67.8,Plus,
11:31:00 AM,1/11/2025,976.04,1027.41,10,,,500,,51.37,438.63,0,"nirjhor,h 538,rd 11,adabor","DHAKA INTERNATIONAL TRADE FAIR(BANIJJO MELA)SECTOR 4,PURBACHAL",26.36,67.2,Plus,
2:13:00 PM,1/4/2025,1198.9,1262,10,,,0,,61.1,0,73.1,"prof dr p.k saha,block e,basundhara r/a","MADHABDI PAURASHAVE,NARSHINGDI SADAR,NARSHINGDI",32.78,94.2,Plus,Bashundhara
11:53:00 AM,1/9/2025,2222.05,2319,10,20.0,,0,,116.95,0,126.95,"nur niloy,h 40/4,rd 3,pc culture housing society,mohammadpur","GOALMURI,DAUDKANDI,COMILLA",59.35,123.6,Prime,Mohammadpur
11:11:00 PM,1/11/2025,172.5,136.26,5,,30,0,13.64,7.5,17.5,0,"al modina store,postogola,shyampur","LAKE CITY CONCORD SHOPPING COMPLEX,LAKE CITY RD",0,0.1,Plus,
3:12:00 PM,1/11/2025,242.25,212.5,5,,,39,42.5,12.75,21.25,0,"cozmo cafe & bistro,block g,basundhara r/a","TANPARA BROILER HOUSE,JAMTOLA,KHILKHET",2.75,14,Plus,Bashundhara
6:30:00 PM,1/10/2025,258.4,247.27,10,,,70,24.73,13.6,46.4,0,"depressed zone,gulshan 1","ROAD 9,BLOCK F,BANANI",2.67,17.5,Prime,Gulshan
1:49:00 PM,1/10/2025,270.75,271.43,10,,,70,13.57,14.25,45.75,0,"kanak chacha,dakkhinpara,mohakhali","THAI GARDEN,KOCHUKHET",3.97,13.2,Prime,Mohakhali
4:09:00 PM,1/11/2025,314.45,300.91,10,,,70,30.09,16.55,43.45,0,"h 6 on 96 cafe,rd 96,gulshan 2","MARSHMALLOW CAFE & PLAYZONE,BLOCK B,BANASREE",5.06,29.9,Prime,
3:44:00 PM,1/11/2025,370.5,354.55,10,,,70,5.45,19.5,40.5,0,"celebration hall,dhaka regency hotel & resort,nikunja 2","RD 44,GULSHAN 2",6.36,37.7,Prime,Nikunja
10:07:00 PM,1/10/2025,393.52,414.23,5,,,0,,20.72,0,25.71,"jahan fashion,sector3,uttara","BASUNDHARA RESIDENTIAL AREA,BASUNDHARA R/A",10.27,41,Plus,Uttara
4:42:00 PM,1/10/2025,419.9,420.95,10,,,70,21.05,22.1,37.9,0,"food satisfaction,progoti shoroni road,shahjadpur","BRB HOSPITAL LTD,PANTHAPATH",9.47,37.5,Prime,Shahjadpur
5:22:00 PM,1/10/2025,438.9,401.74,10,,,70,60.26,23.1,36.9,0,"swarna kanon jewellers,green road,panthapath","SONY CINEMA HALL CIRCLE,MAIN RD,MIRPUR 1",8.64,37.1,Prime,Panthapath
4:56:00 PM,1/11/2025,507.3,464.35,5,,,80.85,69.65,26.7,49.15,0,"painting handwriting school,banasree,block d,banasree","BANGLADESH SPECIALIZED HOSPITAL,MIRPUR RD,SHYAMOLI",10.84,39.6,Plus,
6:06:00 PM,1/10/2025,511.1,489.09,5,,,50,48.91,26.9,18.1,0,"fatema general store,mirpur 10
2 service road,senpara parbata,borobagh","RD 11,BLOCK F,BASUNDHARA R/A",13.54,46.7,Plus,
4:36:00 PM,1/11/2025,524.4,525.71,10,,,70,26.29,27.6,32.4,0,"ahmed akbar sobhan avenue,block e,basundhara r/a","SHIMANTO SQUARE,RESIDENTIAL AREA,DHANMONDI",13.3,59.5,Prime,Bashundhara
7:04:00 PM,1/10/2025,661.91,612.38,10,20.0,32.06,70,30.62,32.15,58.91,0,"dream home,house 1036,road 49,block l,basundhara r/a",UTTAR KHAN POLICE STATION,15.24,80.4,Prime,Bashundhara
11:07:00 PM,1/10/2025,899.65,947,10,,,0,,47.35,0,57.35,"kuril public toilet,bishwa road","SIGNBOARD BUS STOP,DHAKA CHITTAGONG HIGHWAY,SIDDHIRGANJ,NARAYANGANJ",19.59,54.3,Prime,
1:41:00 PM,1/11/2025,1200.27,1215,10,,46.02,500,,60.75,475.27,0,"dhaka chittagong highway,sontek,jatrabari","DHAKA INTERNATIONAL TRADE FAIR(BANIJJO MELA)SECTOR 4,PURBACHAL",28.87,76.2,Prime,
8:53:00 AM,1/11/2025,289.75,271.43,10,20.0,,70,13.57,15.25,44.75,0,"mamun house,blocl i, bashundhara r/a","KURMITOLA GENERAL HOSPITAL,NEW AIRPORT RD,DHAKA CANTONMENT",4.27,9.4,Prime,Bashundhara R/A
12:36:00 PM,1/11/2025,685.9,722,10,,,439.2,,36.1,393.1,0,shahjadpur bus stop,"DHAKA INTERNATIONAL TRADE FAIR(BANIJJO MELA)SECTOR 4,PURBACHALA",16.42,46,Prime,
6:47:00 PM,1/9/2025,356.25,326.09,5,,,57,48.91,18.75,33.25,0,"dream engineering & trade,chowdhury para,malibagh","LA DIPLOMAT RESTAURANT & BAR,GULSHAN 1,GULSHAN",5.79,51.4,Plus,Malibagh
6:42:00 PM,1/3/2025,439.81,400,10,,43.81,70,40,44,59.81,0,"burger king jamuna future park, bashundhara r/a","BVRAC UNIVERSITY , BIR UTTAM AK KHANDAKER RD , MOHAKHALI",6.7,37.3,Prime,Bashundhara R/A
8:36:00 PM,1/9/2025,290.7,306,5,,,100,,15.3,79.7,0,"vertex prominent,ga 16/1,mohakhalu school rd,mohakhali","OFFICERS CLUB,BAILY RD",5.36,37,Plus,Mohakhali
9:06:00 PM,1/9/2025,190,190.48,10,,,52.5,9.52,10,32.5,0,road to be named,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,0.01,0.1,Prime,
9:18:00 PM,1/7/2025,263.5,295.24,10,,,0,14.76,46.5,0,56.5,"herlan store (banasree , block b , road 5 ) block b","HOLIDAY INN DHAKA CENTRE , AN IHG HOTEL INDUSTRIAL AREA , TEJGAON",4.74,18.3,Prime,
11:24:00 PM,1/9/2025,395.2,396.19,10,,,70,19.81,20.8,39.2,0,"airport road,new airport road,kurmitola,sector 2","LAKE CITY CONCORD,KHILKHET",8.56,36.1,Prime,Purbachal
8:58:00 PM,1/11/2025,429.25,505,5,,,90,,75.75,9.25,0,"islami bank bangladesh ltd , h 46 , rd 9a , dhanmondi","KRISHI BANK RD , AMERUL BADDA",10.56,58.8,Plus,Dhanmondi
1:11:00 PM,1/9/2025,327.75,313.64,5,,,100,31.36,17.25,77.75,0,"cofee world,road 27,dhanmondi","TRAFFIC POLICE BOX,KAMAL ATATURK AVE,GULSHAN 2",8.05,35.6,Plus,Dhanmondi
2:11:00 PM,1/9/2025,475.95,477.14,10,,,70,23.86,25.05,34.95,0,"thai bahn,gulshan 2,gulshan","KAKRAIL BUS STOP,KAKRAIL RD,KAKRAIL",9.91,52.2,Prime,Gulshan
10:47:00 PM,1/2/2025,441,466.67,10,,,70,23.33,49,11,0,"illiyen , block c, banani","201, I BLOCK ROAD 8 , BASHUNDHARA R/A",11.34,38.6,Prime,Banani
3:54:00 PM,1/9/2025,319.2,305.45,5,,,0,30.55,16.8,0,21.8,"eastern flower,h 46,stamford university rd,siddheshwari","PEYALA 11,BLOCK H,BANANI",7.91,42.6,Plus,
8:10:00 AM,1/3/2025,260.1,251.3,10,,,0,37.7,28.9,0,38.9,"naiwari hotel & restaurant , kha 85/, bir uttam rafiqul ave, shahjadpur","JK LIFESTYLE LIMITED (HEALTH REVOLUTION & ULTIMATE ORGANIC LIFE ), BLOCK D, AFTABNAGAR",4.77,25.3,Prime,Shahjadpur
5:41:00 PM,1/9/2025,641.63,606.67,10,,36.48,70,30.33,31.85,0,0,"ibn sina diagonistic center,dit rd,baganbari,malibag","IBN SINA DIAGONISTIC CENTER,DIT RD,BAGANBARI,MALIBAG",9.7,73.2,Prime,
10:49:00 PM,1/3/2025,329.4,348.57,10,,,70,17.43,36.6,23.4,0,"bangla tv , mouchak market , malibagh","BASIC PANNA , H 22, RD 1, AFTAB NAGAR , PROJECT , BADDA",6.45,23,Prime,Malibagh
5:24:00 PM,1/8/2025,798,840,10,,,0,,42,0,52,"jbl house cottage,house 432,road 8,block h, bashundhara r/a","SHAHINUJJAMAN JAME MASJID,JOY BANGLA RD,1711",18.53,78.6,Prime,Bashundhara R/A
7:38:00 PM,1/8/2025,709.65,747,10,,,0,,37.35,0,47.35,"sojib store,gaccha","KURIL FLYOVER,KURIL",16.1,72,Plus,
2:27:00 PM,1/4/2025,246.5,252.17,10,,,70,37.83,43.5,16.5,0,"no name , block f, banasree","ROAD 3 NIKETON BLOCK B , NIKETON HOUSING SOCIETY , GULSHAN",4.58,18.2,Prime,
10:37:00 AM,1/9/2025,370.5,371.43,10,,,70,18.57,19.5,40.5,0,"h 3 o.h 3 p,rd 7.block, bashundhara r/a","AWAL CENTER,HPUSE 34,CO SPACE 
KAMAL ATATURK AVENUE,BLOCK D,BANANI,DHAKA 1213",7.6,35.5,Prime,Bashundhara R/A
7:59:00 PM,1/12/2025,442,520,10,,,70,,78,0,18,"sirajul enterprise , sector 12, uttara","RD 5 , BLOCK G, BASHUDNHARA R/A",12.45,63,Prime,Uttara
12:02:00 PM,1/9/2025,369.55,370.48,10,,,70,18.52,19.45,40.55,0,"national center institute and hospital,tb gate rd,mohakhali","IBN SINA HOSPITAL,RD 15/A,DHANMONDI",7.42,35.7,Prime,Mohakhali
12:50:00 PM,1/8/2025,300.2,316,10,,,70,,15.8,44.2,0,"pach mishali fast food & restaurant,rd 20,gulshan 1","BIJOY SARANI,PLD AIRPORT RD",4.91,35.2,Prime,Gulshan
5:45:00 PM,1/6/2025,1995.8,2348,10,,,0,,352.2,0,362.2,"straline banasree , block e","LOMON TEA STORE , RAJBARI",64.79,248.4,Plus,
8:29:00 PM,1/11/2025,358.2,379.05,10,,,70,18.95,39.8,20.2,0,"shomoy technology ltd , road 5 block g, banani","MIRPUR 10 CIRCLE, MIRPUR 10",5.9,34.9,Prime,Banani
1:46:00 PM,1/8/2025,390.45,373.64,10,,,70,37.36,20.55,39.45,0,"islam tower,shukrabad,dhanmondi 32","CITY BANK HEAD OFFICE,GULSHAN 1,GULSHAN",6.67,28.4,Prime,
3:52:00 PM,1/3/2025,212.4,224.76,10,,,61.5,11.24,23.6,27.9,0,"uttara university , rabindra sarani , sector 7 , uttara model tower","ROYAL CUISINE RESTAURANT ( UTTARA ) , SECTOR 3",0.56,14,Prime,
12:44:00 PM,1/3/2025,422.1,446.67,10,,,70,22.33,46.9,13.1,0,"mindsheba psychotherapy- uttara , sector 7","CHANPARA BAZAR , MASTERBARI , UTTARKHAN",6.86,27.6,Prime,
8:53:00 AM,1/3/2025,612,573.91,10,20.0,,70,86.09,68,0,8,"moya bari , block g , aftabnagar","INTERNATIONAL TERMINAL , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",14.38,44.4,Prime,
2:30:00 PM,1/8/2025,318.25,291.3,10,,,70,43.7,16.75,43.25,0,"u loop,dakkhin badda,gulshan","VLCC BEAUTY CLINIC(DHAKA,GULSHAN ,GULSHAN)",2.75,20.2,Prime,Gulshan
10:34:00 PM,1/11/2025,622.8,659.05,10,,,70,32.95,69.2,0,9.2,"nazrul car ac servicing center , easkaton garden road , ramna","AL - AZHAR INTERNATTIONAL GRAMMAR SCHOOL- AIGS , SECTOR 11, UTTARA",18.3,42.4,Prime,
4:11:00 PM,1/8/2025,307.8,308.57,10,,,70,15.43,16.2,43.8,0,"magnum management consulting,road 12,niketon,gulshan 1","HIGH COMMISSION OF PAKISTANS,NE(C),2,RD 71,GULSHAN 2",4.54,33.5,Prime,Gulshan
9:23:00 AM,1/5/2025,531,561.9,10,,,70,28.1,59,1,0,"high commission of malaysia , block k , baridhara","GREEN HERITAGE , H 29 , JANATA HOUSING RD , MOHAMMADPUR",13.41,43.5,Prime,
8:49:00 PM,1/8/2025,389.5,390.48,10,,,70,19.52,20.5,39.5,0,"kazi agro tv,block i, bashundhara r/a","SHAHJALAL ISLAMI BANK TOWER,GULSHAN AVENUE,GULSHAN 2,GULSHAN",6.99,29.6,Prime,Bashundhara R/A
6:32:00 PM,1/3/2025,1150.9,1354,10,,,0,,203.1,0,213.1,"h 9 , rd 5, block d, banasree","BTI SHOPNOBILASH , MOJIBUR , RAHMAN ROAD , SAVAR",36.77,101.4,Plus,
10:06:00 PM,1/4/2025,747.9,791.43,10,,,70,39.57,83.1,0,23.1,"janapather mor , sayedabad","BLOCK F , ROAD 8 , HOUSE 156 , 157 , BASHUNDHARA RESIDENTIAL AREA",21.41,60.6,Prime,
3:17:00 PM,1/3/2025,259.25,290.48,10,,,70,14.52,45.75,14.25,0,"kazi raisuddin , block f, bashundhara r/a","AMZ HOSPITAL , SHADHINOTA SARANI NORTH BADDA",5.35,24.6,Prime,Bashundhara R/A
12:44:00 PM,1/4/2025,376.2,363.48,10,,,70,54.52,41.8,18.2,0,"m traders , h 173 , toyenbee circular","GARIIC ' N GINGER GULSHAN , GULSHAN 1 , GULSHAN",7.41,30.8,Prime,
11:42:00 AM,1/4/2025,423,408.7,10,,,70,61.3,47,13,0,"ornate it , nurer chala , notun bazar","KAMALAPUR RAILWAY STATION , KAMALAPUR",8.2,29,Prime,
6:33:00 PM,1/5/2025,706.59,785.1,5,,,65,,78.51,0,18.51,"battery low interactive limited , baridhara j block , notun bazar","RD 2B , SECTOR 4 , UTTARA",17.58,100.2,Plus,
3:17:00 PM,1/10/2025,975.6,1084,10,,,500,,108.4,381.6,0,"road 17 , pallabi 2nd phase ( eastern housing ), mirpur","DHAKA INTERNATIONAL TRADE FAIR , SECTOR 4, PURBACHAL",22.85,57.7,Prime,Mirpur
9:32:00 AM,1/8/2025,242.25,242.86,10,,,66.25,12.14,12.75,43.5,0,"assurance developement,rd 25,banani","SHADINATA TOWER,H 1667,BIR UTTAM ZIAUR RAHMAN RD,SHAHEENBAG",3.6,14.5,Prime,Banani
7:21:00 PM,1/10/2025,424.42,398.18,10,,30.22,70,39.82,43.8,46.42,0,"amarjhuri.com online shopping bangladesh , mohakhali dohs","MIRPUR DOHS SHOPPING COMPLEX, MIRPUR DOHS , DHAKA",9.5,30.2,Prime,
10:22:00 AM,1/8/2025,206.15,217,5,,,127.65,,10.85,111.8,0,"alices visa and immigration service,mohakhali dohs","PATHAO PAY HQ,TAJWAR CENTER,ROAD 19/A,BLOCK E,BANANI",4.1,32.1,Plus,
5:30:00 PM,1/11/2025,535.5,595,5,,,65,,59.5,0.5,0,"zarin store , block d, ,mirpur 13","RABINDRA SHARABOR , DHANMONDI",13.56,64.8,Plus,
1:54:00 PM,1/5/2025,372.6,360,10,,,0,54,41.4,0,51.4,"aziz super market , elephant rd , shahbag","SA TV , RD 116 , GULSHAN 2",7.49,32,Prime,
7:17:00 PM,1/11/2025,472.5,477.27,5,,,110,47.73,52.5,52.5,0,"h 245, rd 9/a, west dhanmondi","LAUGHING BUDDHA , GULSHAN 2, GULSHAN",9.72,52.7,Plus,Dhanmondi
