Unnamed: 0,Pickup Point,last part,Pickup Area
7003,"ruap playground , sector 18 , uttara",UTTARA,Uttara
7005,"maxell kaisaree flats , residential area , dhanmondi",DHANMONDI,Dhanmondi
7006,"b block , block e , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7011,"rd 10 , block f , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7012,"abed manzil , h 115 , crescent rd , kalabagan",KALABAGAN,Kalabagan
7013,"ebl 365 plus , block a , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7014,"bashati castle , residential area , dhanmondi",DHANMONDI,Dhanmondi
7015,"lucky purbachal limited , gareeb e newaz avenue , sector 13 , uttara",UTTARA,Uttara
7018,"primrose palace , house 287, road 6b , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7019,"vector lab , rd 10 , block i , basundhara r/a",BASUNDHARA R/A,Bashundhara
7020,"american burger satmasjid road outlet , west , dhanmondi",DHANMONDI,Dhanmondi
7021,"rd 8 , block h , basundhara r/a",BASUNDHARA R/A,Bashundhara
7022,"technoworth associates ltd , (tmd), dhaka central road , dhanmondi",DHANMONDI,Dhanmondi
7024,"zahan monjil , block h , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7025,"herfy , block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7028,"oppo office company shop , taltola , khilgaon",KHILGAON,Khilgaon
7030,"kuril flyover , kuril",KURIL,Kuril
7031,"h 297, rd 9 , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
7033,"uttara kitchen , sector 13",SECTOR 13,Uttara
7034,"hall 3 , purbachal expreess highway , kuril",KURIL,Kuril
7036,"preha , h 26 , rd 18 , banani",BANANI,Banani
7041,"chadpur auto parts,chadmia housing,mohammadpur",MOHAMMADPUR,Mohammadpur
7043,"rd 11,sector 9,uttara",UTTARA,Uttara
7045,"nha garden city shyamoli,building 5,mohammadpur",MOHAMMADPUR,Mohammadpur
7046,"first security islami bank limited,road 6 ,kemal ataturk avenue,banani",BANANI,Banani
7054,"ruyap khelar math , sector 18 , uttara",UTTARA,Uttara
7060,"house 49 ,road 14 , sector 3 , uttara",UTTARA,Uttara
7061,"kuril gas filing station , kuril flyover, kuril",KURIL,Kuril
7062,"house 49 , road 14,  sector 3 , uttara",UTTARA,Uttara
7064,"zia general store , sector 13 , uttara",UTTARA,Uttara
7065,"121,d block 7 no road, basundhara r/a",BASUNDHARA R/A,Bashundhara
7068,"psychologist mahin,section 13,mirpur",MIRPUR,Mirpur
7069,"bangladesh medical college hospital,rd 14,sankar,dhanmondi",DHANMONDI,Dhanmondi
7075,"assort,h 55,rd 9,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
7078,"transmission compound,btcl colony,banani",BANANI,Banani
7080,"rd 2,block b,arifabad r/a,rupnagar,pallabi",PALLABI,Pallabi
7081,"super tangail chomchom sweets,residential area,dhanmondi",DHANMONDI,Dhanmondi
7082,"rest room,airport road,new aiport road,kurmitola,sector 2",SECTOR 2,Purbachal
7083,"08,4th west & street,dhanmondi",DHANMONDI,Dhanmondi
7087,"mst. mahmuda villa,house 59,block b,road no 8,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
7090,"mr baker,h 18,sonargaon,janapath,sector 13,uttara",UTTARA,Uttara
7092,"maa villa,bosila garden city,mohammadpur",MOHAMMADPUR,Mohammadpur
7101,"world mission 21 ltd,road 07,sector 04,uttara",UTTARA,Uttara
7111,"green fuel cng and lpg conversion center / green fuel technologies ltd , adabar , mohammadpur",MOHAMMADPUR,Mohammadpur
7115,"zerina homes , 549 , block f, road 17 , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7116,"dhakaiya kacchi , karim chamber , motijheel",MOTIJHEEL,Motijheel
7129,"dalim jori house, moneshwar road , dhanmondi",DHANMONDI,Dhanmondi
7130,"jamtola , narayanganj, bangladesh",BANGLADESH,Agargaon
7150,"rose garden , road 4a , nobodoy housing , mohammadpur",MOHAMMADPUR,Mohammadpur
7151,"diganta , rupnagar residential area , mirpur",MIRPUR,Mirpur
7153,"chowdhury community center , h 42, rd 6/a , dhanmondi",DHANMONDI,Dhanmondi
7154,"colony building 126 , bjri colony road , dhanmondi",DHANMONDI,Dhanmondi
7155,"silkways group , h 25 , rd 4 , gulshan 1",GULSHAN 1,Gulshan
7156,"east west university , a/2, jahrul islam avenue , gulshan",GULSHAN,Gulshan
7157,"xoom , shyamoli , mohammadpur",MOHAMMADPUR,Mohammadpur
7158,"navision navi world limited , block g , banani",BANANI,Banani
7160,"lakewood residency , gulshan 1, gulshan",GULSHAN,Gulshan
7163,"north end coffee roasters lk tower 2 , gulshan 1 , gulshan",GULSHAN,Gulshan
7177,"dhalai karkhana link rd , east rayer bazar",EAST RAYER BAZAR,Rayer Bazar
7178,"bloom edu-care consulting firm, mirpur dohs",MIRPUR DOHS,Mirpur
7182,"miraz kashfi , residential area , dhanmondi",DHANMONDI,Dhanmondi
7183,"nagomi a japanese esthetic salan , sector 11 , uttara",UTTARA,Uttara
7190,"avenue dental care 4/4, satmasjid road , mohammadpur",MOHAMMADPUR,Mohammadpur
7196,"omi lives here , chaya bithi'r goli , tikatuli",TIKATULI,Tikatuli
7201,"registar , block b , road no. 8 , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
7210,"nerdy bean coffee haus , road 2 , dhanmondi",DHANMONDI,Dhanmondi
7217,"h 23 , rd 28 , banani",BANANI,Banani
7224,"meyor mohammad sayed khokon center , distilary road , gopibag",GOPIBAG,Gopibagh
7228,"rd 30 , dhanmondi",DHANMONDI,Dhanmondi
7229,"h 11b , rd 1 , mohammadi housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
7230,"saida villa , 6/1 a , zakir hossain road , mohammadpur",MOHAMMADPUR,Mohammadpur
7231,"amin store , zafrabad  , mohammadpur",MOHAMMADPUR,Mohammadpur
7233,"house 20 , road 4/a , sector 5 , uttara",UTTARA,Uttara
7235,"bikroy, com , h 15/13 , hazi  chinu mia  rd , mohammadpur",MOHAMMADPUR,Mohammadpur
7236,"labanga,residential area,dhanmondi",DHANMONDI,Dhanmondi
7238,"puspita shimanto , residential area , dhanmondi",DHANMONDI,Dhanmondi
7239,"bahan , katasur , mohammadpur",MOHAMMADPUR,Mohammadpur
7240,"maa pharmacy,zafrabad,mohammadpur",MOHAMMADPUR,Mohammadpur
7241,"comilla boutique house , chaya bithi'e goli , tikatuli",TIKATULI,Tikatuli
7244,"house-602 , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7245,"wavespace,ui/ux design agency katasur,mohammadpur",MOHAMMADPUR,Mohammadpur
7246,"garden house,h 69,noprth rdd,dhanmondi",DHANMONDI,Dhanmondi
7250,"dessert boutique by nadia lakhani,road 10a,block h,banani",BANANI,Banani
7252,"international terminal,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
7253,"hatembag rd,west dhanmondi",WEST DHANMONDI,Dhanmondi
7258,"tip top mart ltd,atm,block d,mirpur 2",MIRPUR 2,Mirpur
7262,"hr pool,residential area,dhanmondi",DHANMONDI,Dhanmondi
7263,"kolahall communication,block g,niketon",NIKETON,Niketon
7264,"10/14,block c,tajmahal road,mohammadpur",MOHAMMADPUR,Mohammadpur
7269,"mohd. masum a b departmental store,chandmiya housing, mohammadpur",MOHAMMADPUR,Mohammadpur
7270,"planten agro ltd , road-05 , sector-13 , uttara",UTTARA,Uttara
7271,"house 271/48/a,niribili housing,shankar,west dhanmondi",WEST DHANMONDI,Dhanmondi
7282,"fridays fast food & restaurant,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7285,"plan,house 180,block b,road 4,block b,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7287,"shahjalal islami bank ltd , mirpur road , dhanmondi",DHANMONDI,Dhanmondi
7290,"mohammadpur tb diagnostic center , dhaka ( brac ) , nobodoy housing , mohammadpur",MOHAMMADPUR,Mohammadpur
7308,"qubella , sector 9 , uttara",UTTARA,Uttara
7311,"vintaged bridal culture , sector 5 , uttara",UTTARA,Uttara
7313,"matikata bazar rd , matikata",MATIKATA,Matikata
7315,"h 806, rd 21 , block g, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7316,"h 71/1 , rd 5 , pc culture housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
7317,"jaba niloy , house 5f/7f , road 11, sector 3 , uttara",UTTARA,Uttara
7321,"m/s emon enterprise , bosila , mohammadpur",MOHAMMADPUR,Mohammadpur
7322,"raunat fashion , residential area , dhanmondi",DHANMONDI,Dhanmondi
7325,"beverly homes , 99, d block 6 no road , block d, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7326,"allahr dan hotel and biriyani house , mirpur dohs",MIRPUR DOHS,Mirpur
7331,"liberty chemical company , residential area , dhanmondi",DHANMONDI,Dhanmondi
7332,"living rahman,house 12,road 7,gulshan 1,gulshan",GULSHAN,Gulshan
7333,"laila & sagars,home,block c, basundhara r/a",BASUNDHARA R/A,Bashundhara
7334,"ghafur-riz garden,h 96,rd 23,banani",BANANI,Banani
7337,"hotel blue sky,block h,banani",BANANI,Banani
7338,"haji decoration,34,mirpur road,dhanmondi",DHANMONDI,Dhanmondi
7339,"rizia niloy,97,jomidar goli,wireless,paltan",PALTAN,Paltan
7340,"lawyer in gulshan banani baridhara,gulshan 2,gulshan",GULSHAN,Gulshan
7341,"nazia home,sector 6,uttara",UTTARA,Uttara
7344,"h d 6,outer circular rd,agb colony,motijheel",MOTIJHEEL,Motijheel
7346,"road view cafe roasterss-dhanmondi,west dhanmondi",WEST DHANMONDI,Dhanmondi
7382,"gloria jeans coffee,road 71,gulshan 2,gulshan",GULSHAN,Gulshan
7385,"apon cofee house,h 381/b,shahid baki sarak,taltola,khilgaon",KHILGAON,Khilgaon
7386,"md saiful alom,h 5,rd 2,gulshan 1",GULSHAN 1,Gulshan
7389,"downtown cafe,nikunja 2",NIKUNJA 2,Nikunja
7393,"h 46,rd 4,pc culture housing society,mohammadpur",MOHAMMADPUR,Mohammadpur
7394,"the h hotel,gulshan 2,gulshan",GULSHAN,Gulshan
7398,"5, road 3, section 12",SECTION 12,Mirpur
7400,"ecb chattar bus stop,mirpur dohs link rd,matikata",MATIKATA,Matikata
7401,"masfi enterprize,eastern housing,mirpur",MIRPUR,Mirpur
7402,"paragon , momo, road 16 , dhanmondi",DHANMONDI,Dhanmondi
7403,"gold crest,h 171,doctor goli,malibagh",MALIBAGH,Malibagh
7414,"jakir general store,naya nagar,uttara",UTTARA,Uttara
7415,"road 24,dakkhin badda,gulshan",GULSHAN,Gulshan
7417,"president glory arcadia,4/2,road 4,dhanmondi",DHANMONDI,Dhanmondi
7418,"maa electric & hardware,h 150,abed dhali rd,kalabagan",KALABAGAN,Kalabagan
7419,"pallabi 2nd phase,(eastern housing),mirpur",MIRPUR,Mirpur
7422,"gcl assesssment services ltd,gcl international,dohs,mirpur",MIRPUR,Mirpur
7424,"hidoks elevator bangladesh(supplier support centre),mirpur dohs",MIRPUR DOHS,Mirpur
7426,"harshiter khabar hotel,dhaka,kallyanpur,mirpur",MIRPUR,Mirpur
7430,"hazi ma hamid,h 423/1,rd 45b,taltola,khilgaon",KHILGAON,Khilgaon
7433,"das agro health ltd , chadrima model town , mohammadpur",MOHAMMADPUR,Mohammadpur
7436,"khalpart , rd 17 , sector 12 , uttara",UTTARA,Uttara
7439,"bangladesh institure of bank management,janata housing rd,shah ali bag,mirpur 2",MIRPUR 2,Mirpur
7448,"suchona community center, ring rd , mohammadpur",MOHAMMADPUR,Mohammadpur
7450,"college of aviation,technology,h 14,rd 2,sector 11,uttara",UTTARA,Uttara
7451,"hungry fast food , h 9 , 113 a , gulshan 1",GULSHAN 1,Gulshan
7452,"house 283 , road no. 1 , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
7453,"rd 11 , block f , basundhara r/a",BASUNDHARA R/A,Bashundhara
7455,"house 215 , road 2 , block k , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7457,"house 50 . road 10 , sector 10 , uttara",UTTARA,Uttara
7458,"ag agro ondustries ltd , wireless gate , mohakhali",MOHAKHALI,Mohakhali
7462,"anwar landmark whistling woods , block a , banani",BANANI,Banani
7463,"h 116,rd 5,mohammadi society,mohammadpur",MOHAMMADPUR,Mohammadpur
7465,"md. liton ali home , sector 11 , uttara",UTTARA,Uttara
7466,"iqbal hossain catering service , rd 6/a, nobodoy  housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
7468,"prime raiyan , block b , niketon",NIKETON,Niketon
7469,"priyanka city , uttara",UTTARA,Uttara
7472,"maa moni ladies tailor's mouchak market , malibagh",MALIBAGH,Malibagh
7473,"trisha general store , 12 , outer circular road , shantibagh , malibagh",MALIBAGH,Malibagh
7475,"29/5, block b  , babor road , mohammadpur",MOHAMMADPUR,Mohammadpur
7476,"sk & associates , residential area , dhanmondi",DHANMONDI,Dhanmondi
7478,"jaish trade international , residential area , dhanmondi",DHANMONDI,Dhanmondi
7479,"uptown kitchen bd, sector 3 , uttara",UTTARA,Uttara
7485,"agora uttara -13 branch , sector 13",SECTOR 13,Uttara
7488,"noir 72 , road 11, banani",BANANI,Banani
7497,"sondhyamaloti ( 4a, 4b, 4c, 4d), sector 18 , uttara",UTTARA,Uttara
7500,"h 47/1 , girls school rd , kalabagan",KALABAGAN,Kalabagan
7501,"house 41 , road 15 , nikunja 2",NIKUNJA 2,Nikunja
7517,"sumona palace , 23, road 15 , nikunja 2",NIKUNJA 2,Nikunja
7524,"dhaka road division , block f , banani",BANANI,Banani
7525,"chishtia general store , zafrabad , mohammadpur",MOHAMMADPUR,Mohammadpur
7526,"sharabela , chowdhury para , malibagh",MALIBAGH,Malibagh
7533,"hotel bangal canari park , road 16 n, mohakhali , gulshan",GULSHAN,Gulshan
7537,"top fly travels, jamuna future park , kuril",KURIL,Kuril
7538,"vikrampur mistanno bhandar , dilkusha , motijheel",MOTIJHEEL,Motijheel
7539,"maple bear canadian school , dhaka centre , gulshan 2 , gulshan",GULSHAN,Gulshan
7540,"houise 24 , road 18 , sector 3, uttara",UTTARA,Uttara
7542,"double delight, house  1075, road 6a, dohs, mirpur",MIRPUR,Mirpur
7543,"dr.mohammad iftekhar alam - orthoprdic & trauma surgeon in dhaka , baganbari , malibagh",MALIBAGH,Malibagh
7548,"fish & co. bangladesh , gulshan 1 , gulshan",GULSHAN,Gulshan
7551,"turkish doner kebab , 11a , satmasjid road , dhanmondi",DHANMONDI,Dhanmondi
7554,"saat gambuj jame masjid , glass factory road , mohammadpur",MOHAMMADPUR,Mohammadpur
7556,"prottasha, 6 , road 2/1 block f , section 2",SECTION 2,Mirpur
7595,"city overseas cng filling station , front road , nikunja 2",NIKUNJA 2,Nikunja
7597,"mak business ltd , block b , mirpur 2",MIRPUR 2,Mirpur
7598,"h 23 , beribadh rd , chad uddan , mohammadpur",MOHAMMADPUR,Mohammadpur
7603,"road no. 9 , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7604,"bfc , gulshan 2 , gulshan",GULSHAN,Gulshan
7608,"oraimo brand shop , bashundhara city shopping complex , panthapath",PANTHAPATH,Panthapath
7611,"7/1 & 7/c sheltech surama , rajarbagh , malibagh",MALIBAGH,Malibagh
7612,"gallerian showroom , sector 11 , uttara",UTTARA,Uttara
7613,"hotel al aksa , h 15 , 16 , 17 , muktijoddha abdul salam rd , fakirapool",FAKIRAPOOL,Fakirapool
7618,"tea stall , sector 11, uttara",UTTARA,Uttara
7619,"gentleman's wardrobe , mirpur dohs",MIRPUR DOHS,Mirpur
7620,"travelpoint , kemal atatruk avenue , banani",BANANI,Banani
7621,"mauri restaurant , h 90, rd 13 a, banani",BANANI,Banani
7623,"house 18 , road 15 , sector 11, uttara",UTTARA,Uttara
7624,"babri masjid west jafrabad , mohammadpur",MOHAMMADPUR,Mohammadpur
7632,"nea, block b , banani",BANANI,Banani
7635,"h 772, rd 23, block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7636,"anwar khan modern medical college hospital,h 17,mirpur rd,dhanmondi",DHANMONDI,Dhanmondi
7637,"changas basketball academy , gulshan 2, gulshan",GULSHAN,Gulshan
7639,"charupath academic coaching,rupnagar residential area,mirpur",MIRPUR,Mirpur
7641,"hansa -a premium residence house 3 & 5,road 10a,sector 9,uttara",UTTARA,Uttara
7642,"new briadl beauty parlour , salimullah road , mohammadpur",MOHAMMADPUR,Mohammadpur
7648,"square hospital extension building,panthapath",PANTHAPATH,Panthapath
7650,"24/14,block c,tajmahal road,mohammadpur",MOHAMMADPUR,Mohammadpur
7651,"manma shandha,residential area,dhanmondi",DHANMONDI,Dhanmondi
7657,"976,road no 11,basundhara r/a",BASUNDHARA R/A,Bashundhara
7661,"ekantika , h 184, rd 8 , block c, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7663,"h 749,rd 23,block f,basundhara r/a",BASUNDHARA R/A,Bashundhara
7664,"rajbari food court , rd 2, block a, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7665,"shaan study abroad,block b,banani",BANANI,Banani
7669,"posb , east rajabazar , panthapath",PANTHAPATH,Panthapath
7670,"tostys late night kitchen , road 63 , gulshan 2 , gulshan",GULSHAN,Gulshan
7686,"shawapnopuri,197,road 6/1,basundhara r/a",BASUNDHARA R/A,Bashundhara
7688,"o9, bashbari rd , mohammadpur",MOHAMMADPUR,Mohammadpur
7689,"h 151,rd 10,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
7690,"giant education services inifd , road 27 , block k , banani",BANANI,Banani
7691,"galleo bangladesh ltd , block b , banani",BANANI,Banani
7692,"abdul bari , v/19 , nurzahan road , mohammadpur",MOHAMMADPUR,Mohammadpur
7693,"burger club , sector 11, uttara",UTTARA,Uttara
7697,"vbim real estate bd, sector 4 , uttara",UTTARA,Uttara
7699,"waffle time, sector 3, uttara",UTTARA,Uttara
7701,"h 52/a , central rd , dhanmondi",DHANMONDI,Dhanmondi
7702,"dorin tower , residential area , dhanmondi",DHANMONDI,Dhanmondi
7705,"51/g , road 4 , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
7708,"arts bucket events & logistics , nikunja 2",NIKUNJA 2,Nikunja
7710,"171, i block , road 8 , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7712,"24, road 17 , nikunja 2",NIKUNJA 2,Nikunja
7721,"exim bank limited atm , guslahn 2 , gulshan",GULSHAN,Gulshan
7727,"house 15 , road 2 , sector 5 , uttara",UTTARA,Uttara
7734,"amena manjil , h 5/20, razia sultana rd , mohammadpur",MOHAMMADPUR,Mohammadpur
7736,"sel nongor , block d , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7737,"ms center , house 8 , mohakhali gulshan road , amtoli , mohakhali",MOHAKHALI,Mohakhali
7742,"rd 22, block l , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7743,"h 52/a, central rd , dhanmondi",DHANMONDI,Dhanmondi
7744,"aref nishan , 43/b , north circular  road , dhanmondi",DHANMONDI,Dhanmondi
7746,"rouge makeover and studio , road 8 , gulshan 1 , gulshan",GULSHAN,Gulshan
7751,"21/1 , bizly moholla , block f , mohammadpur",MOHAMMADPUR,Mohammadpur
7753,"palpara ghat rd , palpara , gabtali",GABTALI,Mirpur
7755,"greenline bus , outer circular rd , rajarbag , shantibagh , malibagh",MALIBAGH,Malibagh
7757,kuril,KURIL,Kuril
7760,"bhai bhai kacha bazar , 60 feet rd , mirpur 2",MIRPUR 2,Mirpur
7763,"brb hospital ltd,panthapath",PANTHAPATH,Panthapath
7765,"h 4 w,rd 7,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
7766,"rubi nibash,803,block f road 22,basundhara r/a",BASUNDHARA R/A,Bashundhara
7768,"10/1 , niketon housing society , niketon",NIKETON,Niketon
7769,"m anabil 177,road 10/1,basundhara r/a",BASUNDHARA R/A,Bashundhara
7770,"navana lucky waterfort,gulshan 1",GULSHAN 1,Gulshan
7772,"digital marketing agency , ruash it , borobag , mirpur 2",MIRPUR 2,Mirpur
7773,"fortress lighthouse,block l,basundhara r/a",BASUNDHARA R/A,Bashundhara
7774,"shurovi , h 16 , rd 5 , dhanmondi",DHANMONDI,Dhanmondi
7776,"water tank field,salimullah road,mohammadpur",MOHAMMADPUR,Mohammadpur
7780,"agb colony masjid market,agb colony kacha bazar rd,ideal zone,motijheel",MOTIJHEEL,Motijheel
7784,"h 87,rd 3,banani",BANANI,Banani
7786,"royal baby mart,shyamoli,mohammadpur",MOHAMMADPUR,Mohammadpur
7787,"cup o joe, road 24, gulshan 1",GULSHAN 1,Gulshan
7797,"sadiya varities store,ahalia,uttara",UTTARA,Uttara
7802,"h 299, rd 7/a, block e, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7805,"315,road  no 5,basundhara r/a",BASUNDHARA R/A,Bashundhara
7806,"khalil villa , sector 11, uttara",UTTARA,Uttara
7807,"vip shaad futchka and chotpoti , road 50 , gulshan 2 , gulshan",GULSHAN,Gulshan
7808,"article  19 south asia,gulshan 2,gulshan",GULSHAN,Gulshan
7818,"boshudha builders limited, west dhanmondi",WEST DHANMONDI,Dhanmondi
7819,"naheebites,block j , basundhara r/a",BASUNDHARA R/A,Bashundhara
7820,"house 12,road 1,sector 5,uttara",UTTARA,Uttara
7821,"nirvana,block c, basundhara r/a",BASUNDHARA R/A,Bashundhara
7822,"sobhanbag govt. quarter , sobhanbag , sukrabad , dhanmondi",DHANMONDI,Dhanmondi
7824,"imart , road -84, gulshan 2, gulshan",GULSHAN,Gulshan
7827,"prottasha,block d, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7829,"csb study abroad,block g,banani",BANANI,Banani
7833,"combeshi general store,jigatola,dhanmondi",DHANMONDI,Dhanmondi
7834,"tahmid pharma,sector 12,uttara",UTTARA,Uttara
7837,"vatara rd,notun bazar,gulshan",GULSHAN,Gulshan
7838,"229,road 2,basundhara r/a",BASUNDHARA R/A,Bashundhara
7842,"meet & eat,tikkpara,mohammadpur",MOHAMMADPUR,Mohammadpur
7844,"appys collection,sector 4,uttara",UTTARA,Uttara
7845,"house 60,road 2,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
7849,"suchona community center,ring road,shyamoli,mohammadpur",MOHAMMADPUR,Mohammadpur
7853,"prof dr p.k saha,block e,basundhara r/a",BASUNDHARA R/A,Bashundhara
7854,"nur niloy,h 40/4,rd 3,pc culture housing society,mohammadpur",MOHAMMADPUR,Mohammadpur
7856,"cozmo cafe & bistro,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
7858,"depressed zone,gulshan 1",GULSHAN 1,Gulshan
7859,"kanak chacha,dakkhinpara,mohakhali",MOHAKHALI,Mohakhali
7862,"celebration hall,dhaka regency hotel & resort,nikunja 2",NIKUNJA 2,Nikunja
7863,"jahan fashion,sector3,uttara",UTTARA,Uttara
7864,"food satisfaction,progoti shoroni road,shahjadpur",SHAHJADPUR,Shahjadpur
7865,"swarna kanon jewellers,green road,panthapath",PANTHAPATH,Panthapath
7868,"ahmed akbar sobhan avenue,block e,basundhara r/a",BASUNDHARA R/A,Bashundhara
7869,"dream home,house 1036,road 49,block l,basundhara r/a",BASUNDHARA R/A,Bashundhara
7874,"mamun house,blocl i, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7877,"dream engineering & trade,chowdhury para,malibagh",MALIBAGH,Malibagh
7878,"burger king jamuna future park, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7879,"vertex prominent,ga 16/1,mohakhalu school rd,mohakhali",MOHAKHALI,Mohakhali
7924,"islami bank bangladesh ltd , h 46 , rd 9a , dhanmondi",DHANMONDI,Dhanmondi
7925,"cofee world,road 27,dhanmondi",DHANMONDI,Dhanmondi
7926,"thai bahn,gulshan 2,gulshan",GULSHAN,Gulshan
7927,"illiyen , block c, banani",BANANI,Banani
7929,"naiwari hotel & restaurant , kha 85/, bir uttam rafiqul ave, shahjadpur",SHAHJADPUR,Shahjadpur
7931,"bangla tv , mouchak market , malibagh",MALIBAGH,Malibagh
7932,"jbl house cottage,house 432,road 8,block h, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7935,"h 3 o.h 3 p,rd 7.block, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7936,"sirajul enterprise , sector 12, uttara",UTTARA,Uttara
7937,"national center institute and hospital,tb gate rd,mohakhali",MOHAKHALI,Mohakhali
7939,"pach mishali fast food & restaurant,rd 20,gulshan 1",GULSHAN 1,Gulshan
7941,"shomoy technology ltd , road 5 block g, banani",BANANI,Banani
7946,"u loop,dakkhin badda,gulshan",GULSHAN,Gulshan
7951,"kazi agro tv,block i, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7954,"kazi raisuddin , block f, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
7959,"road 17 , pallabi 2nd phase ( eastern housing ), mirpur",MIRPUR,Mirpur
7960,"assurance developement,rd 25,banani",BANANI,Banani
7965,"h 245, rd 9/a, west dhanmondi",WEST DHANMONDI,Dhanmondi
7966,"08, 4th west & street , dhanmondi",DHANMONDI,Dhanmondi
7969,"rd 2c, sector 4, uttara",UTTARA,Uttara
7970,"club 9294 limited,road 07,block f,banani",BANANI,Banani
7971,"h 1/3 , babar rd , mohammadpur",MOHAMMADPUR,Mohammadpur
7972,"sjs global sourcing, gareeb-e-nawaz ave , sector 13, uttara",UTTARA,Uttara
7980,"722 , block f road 22 , basundhara r/a",BASUNDHARA R/A,Bashundhara
7995,"black pepper , residential area , dhanmondi",DHANMONDI,Dhanmondi
7996,"zion media , dohs , mirpur",MIRPUR,Mirpur
8001,"molla transport services , bishaw road , kuril",KURIL,Kuril
8002,"hashi khushi pharmacy , kha 178/1, rd 1, nikunja 2",NIKUNJA 2,Nikunja
8003,"cafe de tulip , h 84 , rd 7 , banani",BANANI,Banani
8004,"city group , gulshan 2, gulshan",GULSHAN,Gulshan
8007,"china 101, block c, banani",BANANI,Banani
8008,"emmanuelle's party center , gulshan 1 , gulshan",GULSHAN,Gulshan
8014,"road 6/c , banani dohs , banani",BANANI,Banani
8015,"hossain  jahan villa, h 191/b , actor bibi ln , malibagh railgate bazar ,malibagh",MALIBAGH,Malibagh
8016,"house n9 , shahgufta new road , mirpur dohs",MIRPUR DOHS,Mirpur
8017,"khana's wari , tikatuli",TIKATULI,Tikatuli
8053,"naisha enterprisae limited , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
8059,"corporate landmark developer ltd , sector 9 , uttara",UTTARA,Uttara
8061,"kiriko , gulshan 2 , gulshan",GULSHAN,Gulshan
8065,"central hospital , rd 5 , dhanmondi",DHANMONDI,Dhanmondi
8068,"road 7b , gulshan 2, gulshan",GULSHAN,Gulshan
8069,"times rose , h 159 , rd 6 , mohammadi housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
8070,"polok  food& general store , sector 6 , uttara",UTTARA,Uttara
8075,"h 8 , rd 16 , nikunja 2",NIKUNJA 2,Nikunja
8080,"h 328 , taltola rd , taltola , khilgaon",KHILGAON,Khilgaon
8081,"315, i block road 6 , basundhara r/a",BASUNDHARA R/A,Bashundhara
8083,"all community club limited , road 137 , gulshan 1 , gulshan",GULSHAN,Gulshan
8084,"kamal general store , gulshan 1 , gulshan",GULSHAN,Gulshan
8085,"ss enterprise bd , block f , banani",BANANI,Banani
8086,"maa manjil , shantibagh , malibagh",MALIBAGH,Malibagh
8087,"rangs emart dhanmondi , residential area , dhanmondi",DHANMONDI,Dhanmondi
8089,"block l 2867 , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
8090,"le mont , h 30 , 16, banani",BANANI,Banani
