Request time,Request Date,Trip Earnings,Fare,Safety Coverage Fee,Waiting Fee,Pickup Bonus,Discount,Surge,Pathao Net Commission,Pathao will Pay,You will Pay,Pickup Point,Destination Point,Distance,Duration,Trip Type,Unnamed: 0,Pickup Area
6:45:00 PM,1/25/2025,636.3,614.78,5,,,65,92.22,70.7,0.0,10.7,"RAYHAN VILA , H 15 , RD 7 , SOUTH BANASHREE PROJECT , RAMPURA","MIRPUR GOVERNMENT HOUSING AREA, RUPNAGAR RESIDENTIAL AREA",14.65,78.6,Plus,,
10:41:00 PM,1/28/2025,335.7,355.24,10,,,50,17.76,37.3,2.7,0,"LM , 10 , 60 FEET ROAD BOROBAG , MIRPUR","MEGHNA FOODS , KHILJI ROAD , MOHAMMADPUR",6.7,23,Prime,11675.0,Mirpur
5:36:00 PM,1/25/2025,355.5,359.09,10,,,50,35.91,39.5,0.5,0,"SONALI SANITARY , TEJKUNIPARA , TEJGAON","H 20 , RD 7 , BLOCK B , BANASHREE",5.25,33.5,Prime,,
10:16:00 PM,1/29/2025,354.29,374.91,10,,,50,18.75,39.36,0.63,0,"PROJECT BANANI 18 , BLOCK B","MOGHBAZAR MOR JAME MASJID , NAYATOLA RD , MOGHBAZAR",6.39,32.4,Prime,,
4:27:00 PM,1/25/2025,352.8,356.36,10,,,50,35.64,39.2,0.8,0,"74/B , ROAD NO 14 , MUKTI HOUSING , KALLYANPUR","SANTINIBAS BAF OFFICERS' QUARTER INTERNAL RD , ELENBARI , TEJGAON",5.66,30.3,Prime,,
8:01:00 PM,1/23/2025,293.4,296.36,10,,,50,29.64,32.6,7.4,0,"H KHA 42/12 , BERIBADH RD , NIKUNJA 2",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,3.18,32,Prime,11681.0,Nikunja
9:06:00 AM,1/29/2025,729.9,719.09,5,20.0,,50,71.91,81.1,0.0,36.1,"HOUSE 42 , ROAD 6/A , DHOLIPARA , SECTOR 5 , UTTARA",SHEIKH HASINA NATIONAL INSTITUTE OF BURN & PLASTIC SURGERY,22.34,57.6,Plus,11682.0,Uttara
7:50:00 PM,1/25/2025,207,209.09,10,,,50,20.91,23.0,17.0,0,"ASSET DEVELOPMENT & HOLDING LIMITED  HOUSE 08 ROAD 137 , GULSHAN 1","WATERFORD 10 , ROAD 128 , DAKKHIN  BADDA , GULSHAN",1.58,17.4,Prime,11683.0,Gulshan
5:43:00 AM,1/29/2025,385.2,407.62,10,,,50,20.38,42.8,0.0,2.8,"HOUSE 11 , ROAD 15 , RASDIA MOUZA , UTTARA",HAZRAT SHAHAJALAL INTERNATIONAL AIRPORT,9.55,18.6,Prime,11684.0,Uttara
8:36:00 PM,1/25/2025,210.6,234,5,,,35.85,,23.4,7.45,0,"NAVANA KISHALOY , HOUSE 13 ,. ROAD 128, GULSHAN 1 , GULSHAN",BANANI DOHS,3.83,19.9,Plus,11685.0,Gulshan
9:08:00 PM,1/26/2025,228.6,254,5,,,51.8,,25.4,21.4,0,"OFFICER'S CLUB TENNIS COURT , MINTO ROAD , MONTRIPARA , RAMNA","UCB BANK , GULSHAN AVE ,. GULSHAN 2",6.33,25.7,Plus,,
3:28:00 PM,1/28/2025,976.5,1085,10,,,500,,108.5,381.5,0,"DHAKA INTERNATIONAL TRADE FAIR (DITF) , SECTOR 21 , PURBACHAL","ZOHORA MONJIL , 1/G/5/A , MIRBAG ROAD , WIRELESS , MOGBAZAR",24.16,75,Prime,,
7:25:00 PM,1/28/2025,436.5,440.09,5,,,0,44.09,48.5,0.0,53.5,"332, KAZIPARA ,MADRASA ROAD SENPARA PARBATA , PURBA KAZIPARA","RAMPURA KACHA BAZART ,WEST RAMPURA",8.35,49.4,Plus,,
12:58:00 PM,1/28/2025,"1,317.46",1443.84,10,20.0,,500,,146.39,343.62,0,"DIGITAL PIXALS , EAST JURAIN , KADAMTALI","DHAKA INTERNATIONAL TRADE FAIR (DITF), SECTOR 21 , PURBACHAL",33.15,114.6,Prime,,
7:17:00 PM,1/24/2025,675.9,682.73,10,,,0,68.27,75.1,0.0,85.1,"PALACE ROSE GARDEN , 1041/1, MASTER PARA ROAD , SENPARA PARBATA , BOROBAGH","RUPAYAN PARADISE , H 11, RANKIN ST 11 WARI",15.75,59.2,Prime,,
7:13:00 AM,1/28/2025,295.2,285.22,10,,,0,42.78,32.8,0.0,42.8,"UNIQUE KOHINOOR , WEST , DHANMONDI","SAIFURS PANTHAPATH BRANCH , GREEN RD",3.16,18.3,Prime,11692.0,Dhanmondi
11:22:00 AM,1/25/2025,234.9,226.96,5,,,39.9,34.04,26.1,8.8,0,"H 2/4, RD 9 , BL;OCK C, BANASREE","ALLIANCE FRANCAISE DE DHAKA , GULSHAN 1, GULSHAN",4.67,17.7,Plus,,
6:00:00 AM,1/28/2025,371.7,374.29,10,20.0,,0,18.71,41.3,0.0,51.3,"MOHAMMADI HOMES 01 , H 273/A , RD 5 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","BANGABANDHU SHEIKH MOJIB MEDICAL UNIVERSITY , PG HOSPITAL , BLOCK C , HABIBULLAH RD , SHAHBAG",7.12,12.2,Prime,11694.0,Mohammadpur
7:14:00 AM,1/27/2025,963.07,1050.08,10,20.0,,0,,107.01,0.0,117.01,"HALIMA VARIETIES STORE , GACHHA","H 12 , RD 10 , SOUTH BANASHREE PROJECT",24.04,97.8,Plus,,
12:53:00 PM,1/25/2025,219.6,232.38,10,,,50,11.62,24.4,15.6,0,BTI PROVIDENTIAL INDUSTRIAL AREA TEJGAON,"CRISP GULSHAN AVENUE , GULSHAN",2.07,14,Prime,,
1:20:00 PM,1/25/2025,225,227.27,10,,,50,22.73,25.0,15.0,0,"GULSHAN 06 PIMP , GULSHAN","UNIMART , GULSHAN 2 , GULSHAN",3.66,21.5,Prime,11697.0,Gulshan
6:06:00 AM,1/27/2025,891.9,971,10,20.0,,0,,99.1,0.0,109.1,"AN-NAZAH INTERNATIONAL MADRASA , BLOCK K , SOUTH","BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY, 1711",25.9,54.1,Plus,,
9:55:00 PM,1/22/2025,341.1,360.95,10,,,50,18.05,37.9,2.1,0,"VIP GATE , DHAKA RAILWAY STATION , KAMALAPUR","SOUTH BANASREE CENTRAL JAME MASJID , RD 12 , SOUTH BANASREE",5.14,34.8,Prime,,
4:46:00 AM,1/27/2025,510.42,567.13,5,,,0,,56.72,0.0,61.71,"KOLLANPUR BUS STOP , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI","M BLOCK BANASREE , BLOCK M",15.48,66,Plus,11701.0,Mirpur
8:32:00 PM,1/23/2025,222.3,247,5,,,63,,24.7,33.3,0,"KACHUKHET BUS STAND  , BOU BAZAR ROAD , UTTAR KAFRUL , PURBA KAZIPARA","AFPI , KURMITOLA ROAD , UTTAR KAFRUL , PURBA KAZIPARA",4.01,24.7,Plus,,
6:01:00 PM,1/25/2025,661.34,668.02,5,,,50,66.8,73.48,0.0,28.48,"BASHUNDHARA L BLOCK , DHAKA , BANGLADESH","RAHMANIA JAME MASJID , RD 13 , BLOCK NEW C , MIRPUR 1",14.99,108,Plus,11703.0,Agargaon
1:41:00 PM,1/24/2025,375.3,417,5,,,75,,41.7,28.3,0,"H 51 , RD 13 , MERUL BADDA","BRAC BANK BASHUDNHARA BRANCH , SAFWAN RD , BLOCK B , BASHUDNHARA R/A",10.7,42.4,Plus,,
6:13:00 PM,1/24/2025,360.9,364.55,5,,,60.9,36.45,40.1,15.8,0,"BILBAHA BONDHON MARRIAGE MEDIA , MOHAKHALI  DOHS","BAREK MOLLA CIRCLE , 60 FEET RD , WEST MONIPUR",7.45,34.7,Plus,,
1:01:00 PM,1/25/2025,"1,024.03",1137.81,10,,,0,,113.78,0.0,123.78,"BAITUL EJJAT JAME MASJID , BANGABANDHU SARAK , NARAYANGANJ SADAR , NARAYANGANJ , 1400","BRB HOSPITAL LTD , PANTHAPATH",25.12,103.2,Plus,,
7:58:00 PM,1/26/2025,1153.8,1282,10,,,500,,128.2,361.8,0,"PURBACHAL  RUPGANJ , SECVTOR 04 , PURBACHAL","PRINCE BAZAR , MAIN RD , BLOCK B , MIRPUR 1",24.04,101.4,Prime,,
8:37:00 AM,1/25/2025,"1,769.92",1966.58,10,,,0,,196.66,0.0,206.66,"TASTY CHAP GHAR , ARICHPUR , TONGI","RAMPAL DEGREE COLLEGE , RAMPAL COLLEGE RD , MUNSHIGANJ , 1500",49.41,150.6,Prime,,
9:58:00 PM,1/26/2025,409.82,433.67,10,,,50,,45.53,0.0,5.54,"682, BEGUM ROKEYA SHARANI , WEST KAFRUL PURBA KAZIPARA","AGORA  GULSHAN , GULSHAN AVE , GULSHAN",9.8,26,Prime,,
1:18:00 PM,1/27/2025,337.45,378.1,5,,,60.3,18.9,59.55,0.0,4.25,"SINGER PLUS , H 91 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1","UNION BANK LIMITED , DILKUSHA ROAD DILKUSHA C/A, MOTIJHEEL",8.33,45,Plus,11710.0,Gulshan
7:43:00 AM,1/25/2025,699.3,658.26,10,20.0,,50,98.74,77.7,0.0,37.7,"MOLLA BIRYANI HOUSE , WATER WORKS ROAD , CHADNI GHAT , CHOWK BAZAR","BROCCOLI RESTAURANT & PARTY CENTRE , SECTOR 9 , UTTARA",20.77,32,Prime,,
7:38:00 PM,1/22/2025,312.26,315.42,10,,,0,31.54,34.69,0.0,44.7,"EYE CARE OPTICS , MIRPUR ROAD NO 14 , UTTAR KAFRUIL , PURBA KAZIPARA","HEAD QUARTER OF DGFI , SHADHEENATA SHARANI , GULSHAN",2.15,5.4,Prime,,
11:48:00 AM,1/25/2025,872.95,1027,10,,,500,,154.05,335.95,0,"DBBL FAST TRACK , BLOCK F , BANASREE","DHAKA INTERNATIOPNAL TRADE FAIR ( BANIJJO MELA ) SECTOR 4, PURBACHAL",21.33,58.2,Prime,,
6:55:00 AM,1/25/2025,536.4,596,5,,,0,,59.6,0.0,64.6,"TRAFIC WATCH TOWER , RASHDIA MOUJA , UTTARA","DHAKA UNIVERSITY ( DU ) , DHAKA",21.19,47.5,Plus,11716.0,Uttara
1:48:00 PM,1/24/2025,465.3,492.38,10,,,50,24.62,51.7,0.0,11.7,"SAEED ALI MEMBER BARI , KA 193/1, KURIL NSU , KURIL","METRO SHOPPING MALL, RESIDENTIAL AREA , DHANMONDI",11.62,28.7,Prime,11717.0,Kuril
2:38:00 PM,1/25/2025,600.3,667,10,,,406.2,,66.7,329.5,0,"PROPOSED SITE FOR CHINA BANGLADESH FRIENDSHIP EXHIBITION CENTER , SECTOR 21 , PURBACHAL","HOUSE 166 , BLOCK B , ROAD 4 , BLOCK B , BASHUDNHARA R/A",15.31,40.8,Prime,,
10:05:00 AM,1/24/2025,998.1,1109,10,,,0,,110.9,0.0,120.9,"ZISHAN ENTERPRISE , KONABARI","MASTER PARA KOLA BAGAN MOR , MASTERBARI , UTTARKHAN",25.12,72,Prime,,
8:05:00 PM,1/24/2025,515.85,517.14,10,,,50,25.86,27.15,12.85,0,"SHOPNO NIR , 66/143, SOUTH BANASREE","FOUR SEASON , SATMASJID RD , DHANMONDI",10.75,58.5,Prime,,
6:52:00 AM,1/24/2025,"2,012.40",2236,10,,,0,,223.6,0.0,233.6,"MIRPUR BANGLA SCHOOL AND COLLEGE ( GIRLS SECTION ) , BLOCK C , MIRPUR 6","MIRJAPUR POUROSHOVA , MIRJAPUR , TANGAIL",63.43,125.4,Prime,,
7:35:00 PM,1/24/2025,488.3,446.96,10,,,50,67.04,25.7,14.3,0,"GADGET MONKEY BD, PANTHPATH",PROTIK RUPOSREE HOUSING,7.74,42.1,Prime,,
5:36:00 AM,1/24/2025,402.3,425.71,10,,,50,21.29,44.7,0.0,4.7,"H 306 , RD 3 , ADABOR","KAMALAPUR RAILWAY STATION , KAMALAPUR",10.32,18.8,Prime,,
4:14:00 PM,1/24/2025,456.15,454.29,10,,,50,22.71,23.85,16.15,0,"TECH SAMIR , PALLABI , MIRPUR","DIGINET , UNICORN PLAZA 40/2 MADANI AVE , GULSHAN 2, GULSHAN",9.87,29.8,Prime,11725.0,Mirpur
10:19:00 AM,1/23/2025,661.36,668.04,5,,,90,66.8,73.49,11.52,0,"BANGLADESH UNIVERSITY OF ENGINEERING TECHNOLOGY ( BUET ) , FULLER RD","RAJ LAXMI OVER BRIDGE , UTTARA , KURMITOLA , SECTOR 3",20.48,60.6,Plus,,
4:49:00 PM,1/24/2025,560.5,590,10,,,0,,29.5,0.0,39.5,"CONCORD REGINA , H17 , R59 , GULSHAN 2","HOUSE 13 , ROAD 7 , BLOCK A, CHANDRIMA MODEL TOWN , MOHAMMADPUR",11.36,40.9,Prime,,
8:54:00 AM,1/23/2025,683.1,690,10,,,50,69,75.9,0.0,35.9,"WINDY CORPORATION LTD , SECTOR 4 , UTTARA","BUET CIVIL BUILDING , ZAHIR RAIHAN SARANI , BUET",18.09,64.2,Prime,11728.0,Uttara
5:25:00 PM,1/22/2025,762.45,854,10,,36.55,500,,128.1,398.45,0,"TAHMIDUL QURAN INTERNATIONAL , KHILJIBARI TEK , SHAHJALAL","BANIJJO MELA , SECTOR 4 , PURBACHAL",18.61,73.8,Plus,,
7:13:00 AM,1/23/2025,324.9,328.18,10,,,50,32.82,36.1,3.9,0,"PBI HEADQUARTERS , SURMA HERITAGE , RESIDENTIAL AREA , DHANMONDI","TECHNICAL BUS STOP , MIRPUR RD , DARUS SALAM",5.92,20.7,Prime,11730.0,Dhanmondi
7:10:00 PM,1/25/2025,1073.7,1193,10,,,500,,119.3,370.7,0,"INTERNATIONMAL TRADE FAIR , SECTOR 4 , PURBACHAL","SAYED NAGAR AUTO STAND , RD 1, SAYED NAGAR R/A, VATARA",20.06,119.4,Prime,,
10:58:00 AM,1/27/2025,550.05,526.36,10,,,50,52.64,28.95,11.05,0,"TMSS , H 273, RD 5 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",KOMLAPUR RAILWAY STATION,9.98,49,Prime,11732.0,Mohammadpur
5:42:00 AM,1/23/2025,239.4,253.33,10,,,50,12.67,26.6,13.4,0,"BTI WOODLANDS , HOUSE 57 59 , ROAD 3 , SECTOR 13 , UTTARA , DHAKA","GLENRICH INTERNATIONAL SCHOOL , UTTARA ( SENIOR CAMPUS ) , SECTOR 15",3.26,9.4,Prime,,
6:00:00 PM,1/25/2025,557.69,619.65,10,,,0,,61.96,305.82,0,"88, ROAD NO 5 BLOCK D, BASHUDNHARA R/A","DHAKA INTERNATIONAL TRADE FAIR (BANIJJO MELA ) SCETOR 4 , PURBACHAL",13.48,58.3,Plus,,
7:11:00 AM,1/22/2025,749.7,793.33,10,,,50,39.67,83.3,0.0,43.3,"NS DEVELOPMENT LTD , SECTOR 7 , UTTARA","GOLDEN LIFE SAYEDABAD COUNTER , BRAMMONCHIRON",21.59,77.4,Prime,11735.0,Uttara
6:44:00 PM,1/24/2025,380,380.95,10,,,50,19.05,20.0,20.0,0,"BISMILLAH REFRIGERATION SERVICE CENTER , MOHAMMADPUR","COMFORT HOSPITAL , H 167/B , GREEN RD",5.56,36.7,Prime,11736.0,Mohammadpur
9:34:00 PM,1/26/2025,358.29,421.52,5,,,85.3,,63.22,17.07,0,"THE SYGNIUS LIMITED , DOHS , MIRPUR","76 , 60 FEET ROAD , MUKTI HOUSING , PASCHIM , AGARGAON",8.07,63.6,Plus,11737.0,Mirpur
6:47:00 PM,1/29/2025,345.1,406,5,,,61.65,,60.9,0.0,4.25,"COOPER'S PALLABI , MIRPUR 11.5 , BLOCK B , MIRPUR 12","D.H. PALACE BY EHL , BLOCK C , BASHUNDHARA R/A",9.1,49.4,Plus,,
5:19:00 PM,1/27/2025,605.2,647.27,10,,,50,64.73,106.8,0.0,66.8,BAITUL AMAN  CHAIRMAN BARI JAME  MASJID,"H 354 , RD 10 , BLOCK C , BASHUDNHARA R/A",15.89,67.2,Prime,,
6:01:00 PM,1/24/2025,314.5,336.36,10,,,50,33.64,55.5,0.0,15.5,"BANK ASIA , MIRPRU ROAD , DHANMONDI","DHANMONDI CONVENTION HALL , WEST",3.47,30,Prime,11740.0,Dhanmondi
11:24:00 AM,1/21/2025,305.15,326.36,5,,,0,32.64,53.85,0.0,58.85,"ABESH HOTEL BIRYANI HOUSE , AVENUE-2/2 , MIRPUR .","UNICORN PLAZA , GULSHAN NORTH AVENUE ,GULSHAN 2 , GULSHAN",7.9,37.8,Plus,,
9:02:00 PM,1/22/2025,693.9,771,10,,,468.6,,77.1,381.5,0,"BANGLADESH -CHINA FRIENDSHIP EXHIBITION CENTER, SECTOR 21 , PURBACHAL","SHAHJADPUR JAME MASJID , ROAD 106 , SHAHJADPUR , BADDA",19.08,47,Plus,,
7:17:00 PM,1/29/2025,508.64,525.45,10,,,0,52.55,69.36,0.0,79.36,"DUTCH BANGLA BANK , 262 263 , AL HAJ ABDUS SOBHAN ROAD , BLOCK B , BASUNDHARA R/A","TECHNICAL BUS STOP , MIRPUR RD , DARUS SALAM",14.28,57.2,Prime,11743.0,Bashundhara
8:07:00 PM,1/28/2025,484,550,5,,,65,,66.0,0.0,6,"BURGEROGRAPHY , BLOCK A , BASHUNDHARA R/A","ANSAR CAMP BUS STOP , ANSAR CAMP ROAD , MUKSI HOUSING , AHMED NAGAE",13.67,72.6,Plus,11744.0,Bashundhara R/A
7:47:00 PM,1/26/2025,558.8,604.76,10,,,50,30.24,76.2,0.0,36.2,"AIRPORT ROAD , NEW AIRPORT ROAD , MURMITOLA , SECTOR 2","HITECH MULTICARE HOSPITAL , SOUTH KAFRUL RD , SOUTH KAFRUL , KAFRUL",10.75,66,Prime,11745.0,Purbachal
4:30:00 PM,1/26/2025,235.84,268,5,,,40.95,,32.16,3.79,0,"RUPAYAN NILUFAR , 14/15 , AHMED AKBAR SOBHAN AVENUE , BLOCK D , BASUNDHARA R/A",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,6.2,18.6,Plus,11746.0,Bashundhara
10:18:00 AM,1/23/2025,348.95,329.09,10,,30.39,50,32.91,43.44,26.95,0,"BISBILLAH CHIKEN HOUSE , IBRAHIMPUR , KOCHUKHET","AHMED TOWER , H 28 , 29 , 30 , KAMAL ATATURK AVE , BANANI",4.31,28.9,Prime,,
9:06:00 AM,1/23/2025,460.24,498.1,10,,,50,24.9,62.76,0.0,22.76,"REWANA & BASUNDHARA BLOCK F , ROAD 8 HOUSE 153","MOHAKHALI DOHS PARK , MOHAKHALI DOHS , MOHAKHALI",10.25,39.2,Prime,,
7:04:00 PM,1/22/2025,853.4,969.77,10,,,0,,116.37,0.0,126.37,"CASTALIA , BLOCK K , BASHUNDHARA R/A","RD 3 , PRIYANKA HOUSING , MIRPUR 1",24.18,57.3,Plus,11750.0,Bashundhara R/A
7:20:00 PM,1/21/2025,448.8,485.71,10,,,70,24.29,61.2,0.0,1.2,"FM RICHVIEW , HOUSE 349/A , ROAD 9 , BLOCK C , BASUNDHARA R/A","BAF SHAHEEN HALL , BIR UTTAM ZIAUR RAHMAN RD , SHAHEENBAG",9.62,56.3,Prime,11751.0,Bashundhara
2:30:00 PM,1/30/2025,309.6,327.62,5,,,80,16.38,34.4,40.6,0,"H 41 , RD 1 , BLOCK E , BANASHREE","SUNDORA BEAUTY , GULSHAN 2 , GULSHAN",6.57,28.2,Prime,,
1:12:00 PM,1/30/2025,265.5,280.95,5,,,75,14.05,29.5,40.5,0,"DUTCH BANGLA BANK LTD ATM , STATION RD , KAMALAPUR","H 5 , RD 12 , SOUTH BANASHREE PROJECT , RAMPURA",4.47,22.5,Prime,,
12:20:00 PM,1/30/2025,253.8,282,2,,,56.8,,28.2,26.6,0,"KINGS KEBAB AND RESTAURANT , RD 3 , NIKETON","ANANDA COMMUNITY CENTER , NAYA PALTAN RD , NAYA PALTAN",7.51,26.7,Plus,11754.0,Niketon
5:32:00 PM,1/26/2025,233.1,235.45,5,,,66,23.55,25.9,35.1,0,"COFFEE WORLD GULSHAN , GULSHAN 2 , GULSHAN","DARK HOUSE CAFE , SOUTH BADDA JAME MOSJID ,MANIK MIYA GARAGE",2.34,22.3,Prime,11755.0,Gulshan
12:35:00 PM,1/23/2025,249.85,263,2,,,66.25,,13.15,51.1,0,"DEWAN CO , 109 , DIT ROAD , MALIBAGH RAIL GATE , MALIBAGH","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH , DHAKA",4.38,25.1,Plus,11756.0,Malibagh
10:56:00 AM,1/23/2025,228.95,229.52,5,,,61.5,11.48,12.05,44.45,0,"HOLY FAMILY RED CRESCENT MEDICAL COLLEGE HOSPITAL , H 1 , ESKATON GARDEN RD , OLD ESKATON","VOOTER ADDA , SHAHID BAKI RD , KHILGAON",2.89,13.6,Prime,,
8:11:00 PM,1/29/2025,317.7,353,5,,,0,,35.3,0.0,40.3,"RETIRED GOVERNMENT EMPLOTEES HOSPITAL , WEST , DHANMONDI","VERTEX PROMINENT , GA-16/1 , MOHAKHALI SCHOOL ROSD , MOHAKHALI , 1212",7.99,45.3,Plus,11758.0,Dhanmondi
7:29:00 PM,1/29/2025,316.8,306.09,10,,,50,45.91,35.2,4.8,0,"AMICUS , HOUSE 8 , MYMENSINGH ROAD, PARIBAGH M SHAHBAGH","IBN SINA DIAGNOSTIC & IMAGING CENTER , H 48 , RD 9A , DHANMONDI",3.48,34.3,Prime,,
4:49:00 PM,1/29/2025,290.7,280.87,10,,,50,42.13,32.3,7.7,0,"H 2/7 , NORTH SOUTH RD , BLOCK A , BANASHREE","RUPAYAN Z.A. TOWER , 115 SHANTINAGAR , DHAKA 1217",4.64,24.6,Prime,,
4:08:00 PM,1/29/2025,343.8,382,5,,,58.05,,38.2,14.85,0,"GOLD ROSE THAI SPA , GULSHAN 2 , GULSHAN","KAZI BARI , H 5 , RD , AFTAB NAGAR PROJECT , BADDA",8.58,45.9,Plus,11761.0,Gulshan
7:36:00 PM,1/28/2025,976.5,1085,10,,,500,,108.5,381.5,0,"INTERNATIONAL TRADE FAIR , SECTOR 04 , PURBACHAL","AMORE GIFT SHOP , GULSHAN 1 , GULSHAN",23.19,85.8,Prime,,
9:29:00 PM,1/22/2025,367.65,387,5,,,78.4,,19.35,54.05,0,"VOJAN BARI RESTORA,H 24/2,KAKRAIL RD,RAJARBAG,MALIBAG","S/23,NUZAHAN ROAD,MOHAMMADPUR",8.42,39.5,Plus,,
1:44:00 PM,1/23/2025,385.7,369.09,5,,,41.1,36.91,20.3,15.8,0,"H 4/1/D,HARE ST,WARI","HAYDARI BILLA,RD 5,DHANMONDI",5.91,45.9,Plus,,
12:26:00 PM,1/22/2025,437.95,461,5,,,146.6,,23.05,118.55,0,"VANGA KUTIR,H 252/8/A,RD 6,MOHAMMADI HOUSING LIMITED,MOHAMMADPUR","PLI BHABAN,KEMAL ATATURK AVENUE,BANANI",9.57,48.1,Plus,11775.0,Mohammadpur
7:49:00 PM,1/22/2025,451.25,431.82,10,,,50,43.18,23.75,16.25,0,BRB HOSPITAL,"PARABAT RESTAURANT,FOKIRAPUL,MOTIJHEEL",5.54,52.5,Prime,,
3:53:00 PM,1/22/2025,459.8,484,5,,,48.9,,24.2,19.7,0,"ROAD NO 24,BANANI","UPDATE TOWER,H 1,RAJUK COLLEGE RD,SECTOR 6,UTTARA",12.06,38,Plus,11780.0,Banani
9:27:00 PM,1/23/2025,570,600,10,,,0,,30.0,0.0,40,"KAMALAPUR RAILWAY STATION,KAMALAPUR","METRO HOUSING BLOCK A ROAD 3 BOCHILA MOHAMMADPUR DHAKA,BOSILA,MOHAMMADPUR",10.67,44.6,Prime,,
12:04:00 PM,1/23/2025,575.7,526.96,5,,,125,79.04,30.3,89.7,0,"NATIONAL BANK LTD,SHIKDER MEDICAL RD 2,SHIKDER ESTATE,HAZARIBAG","JATRABARI IDEAL HIGH SCHOOL,JATRABARI",10.98,69,Plus,,
7:17:00 PM,1/21/2025,606.1,554.78,10,,,50,83.22,31.9,8.1,0,"IMPEX,SOUTH BADDA","ANAMIKA,H 3,4,RD 2,ADABOR",11.25,67.2,Prime,,
6:21:00 PM,1/22/2025,612.75,645,5,,,0,,32.25,0.0,37.25,"AR RAHA HOSPITAL & DIAGOMNISTICS LTD,ASIAN CITY RD,HAZI CAMP","ANWAR KHAN MODERN MEDICAL COLLEGE,RD 7,DHANMONDI",15.7,100.2,Plus,,
5:44:00 PM,1/23/2025,747.65,767,5,20.0,,65,,39.35,20.65,0,"CORIUM BANGLADESH,ADABAR,MOHAMMADPUR","STAR LINE BUS COUNTER SPECIAL,MANIKNAGAR,TT PARA",14.1,114.6,Plus,11788.0,Mohammadpur
5:04:00 PM,2/22/2025,721.8,697.39,10,,,50,104.61,80.2,40.2,0,"AL HARAMAIN ATTAR CENTRE,BAITUL MOKARRAM RD,PURANA PALTAN","TENEMENT 6,H 301/A.BASHUNDHARA R/A,BLOCK E,BASUNDHARA R/A",15.07,87.6,Prime,,
12:43:00 PM,1/24/2025,340.2,343.64,5,,,57.45,34.36,37.8,14.65,0,"KAJI MOTAHAR HOSSAIN BUILDING DEPARTMENT OF GEOGRAPHY AND ENVIROMENT , SIR SAYED ROAD , FAKIRAPOOL  SIDDIKBAZAR","H  119 , ED 5 , SHYAMOLI",7.63,28.2,Plus,,
6:46:00 PM,2/22/2025,300.74,314.15,5,20.0,,0,,33.41,0.0,38.42,"ASSURANCE SHUKSARI,BLOCK C,BASUNDHARA R/A","GULSHAN 1 DNCC MARKET,GULSHAN 1,GULSHAN",6.26,51.7,Plus,11791.0,Bashundhara
3:53:00 PM,1/24/2025,827.51,919.45,10,,,500,,91.94,398.05,0,LAZ PHARMA UTTARA 1 BRANCH,"DHAKA INTERNATIONAL TRADE FAIR ( BANIJJO MELA ) SECTOR 4, PURBACHAL",20.44,64.2,Prime,,
9:19:00 AM,2/23/2025,372.24,313.04,10,,48.24,50,46.96,36.0,52.24,0,"NIPOBON LAKE BREEZE,BLOCK E,AFTABNAGAR","SHANTA FORUM 187,1888 BIR UTTAM MIR SHAWKAT SARAK,DHAKA 1208",5.45,31,Prime,,
10:32:00 AM,2/23/2025,252,266.67,10,,,50,13.33,28.0,12.0,0,"BTRC,SHYAMOLI,MOHAMMADPUR","IBRAHIMPUR BAZAR,KAMAL KHAN RD,IBRAHIMPUR",3.89,21.6,Prime,11794.0,Mohammadpur
12:54:00 PM,1/28/2025,401.85,367.83,5,,,110.3,55.17,21.15,84.15,0,"KHILGAON CHOURASTA , KHILGAON","IBNSINA 36 DHANMONDI 9/A , DHANMONDI R/A",7.67,46.4,Plus,11796.0,Khilgaon
11:06:00 AM,2/23/2025,275.4,278.18,10,,,50,27.82,30.0,9.4,0,"KHONDOKAR VILLA,25,MITALI HOUSING SOCIETY,SOUTH KAFRUL","HOTEL ARISTROCAT INN RESTAURANT,H 12,RD 68 A,GULSHAN 2",4.09,24.7,Prime,11798.0,Kafrul
7:39:00 PM,1/24/2025,357.3,378.1,10,,,50,18.9,39.7,0.3,0,"367/A , I BLOCK , ROAD 1,  BASHUNDHARA R/A",HAZRAT SHAHJALLA INTERNTAIONAL AIRPORT,6.23,32.4,Prime,11800.0,Bashundhara R/A
11:50:00 AM,2/23/2025,367.5,340.91,5,,300.0,38,34.09,37.5,25.5,0,"H 13/2,KALACHANPUR MAIN RD,KALACHANPUR","RUPALI BANK LTD,DIT RD,MALIBAG",8.76,43.1,Plus,,
6:28:00 PM,1/29/2025,305.9,292.73,10,,,50,29.27,16.1,23.9,0,"ASOZAI , ZAKIR HOSSAIN ROAD , MOHAMMADPUR","FARMGATE METRO RAIL  STATION , DHAKA",2.5,19.8,Prime,11802.0,Mohammadpur
