"location","formatted_address","latitude","longitude"
"""dhanbmondi r/a""","Bangladesh","24.0","90.0"
"""amtoli mohakhali""","Amtoli Staff Welfare Government Primary School, Shahid Tajuddin Ahmad Avenue, Gulshan, Dhaka - 1208, Bangladesh","23.7755778","90.3992018"
"""ayirport""","Bangladesh","24.0","90.0"
"""wst dhanmondi""","Dhanmondi, Bangladesh","23.74","90.385"
"""sector 4""","Dhaka District, - 1276, Bangladesh","23.8660802","90.4031924"
"""new airport rpad""","Bangladesh","24.0","90.0"
"""bijoy rakeen city building ab tower 2""","Bangladesh","24.0","90.0"
"""dakkhinpara mohakhali""","Bangladesh","24.0","90.0"
"""doctor goli malibagh""","Bangladesh","24.0","90.0"
"""dhaka university""","Dhaka University, Kazi Nazrul Islam Avenue, Shahbag, Dhaka - 1000, Bangladesh","23.7316827","90.3968231"
"""boro moghbazar""","TAJ Hotel Boro Moghbazar, Outer Circular Road, Mogbazar, Dhaka - 1217, Bangladesh","23.748598","90.404016"
"""treat cafe & restaurant""","treat cafe, Sena Nikhom 1 Road, Chatuchak District, 10900, Thailand","13.8327154","100.5882565"
"""purana""","Purana Paltan Line, Noya Paltan, Dhaka - 1217, Bangladesh","23.7384749","90.411512"
"""moneshwar road""","Moneshwar Road, Jigatola, Dhaka - 1209, Bangladesh","23.7395486","90.3704652"
"""fakirapool rd""","Fakirapool Road, Fakirapool, Dhaka - 1000, Bangladesh","23.7330071","90.4154405"
"""dilkusha rd.dilkusha""","Bangladesh Secretariat, Topkhana Road, Paltan, Dhaka - 1000, Bangladesh","23.7300126","90.4074836"
"""cantonmment""","Bangladesh","24.0","90.0"
"""sabujbagb""","Bangladesh","24.0","90.0"
"""3 food mirpur 1""","Mirpur Shopping Center Food Court, Mirpur 2 Road, Borobagh, Dhaka - 1216, Bangladesh","23.8046432","90.3633937"
"""maniik mia avenue""","Bangladesh","24.0","90.0"
"""dhanmondi r/a b""","Bangladesh","24.0","90.0"
"""lamal shoroni""","Bangladesh","24.0","90.0"
"""siddheswari road""","Siddheswari College, 25 Outer Circular Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7472609","90.4095883"
"""gulshan-1""","Gulshan, Dhaka - 1212, Bangladesh","23.780553","90.4169"
"""kallyanpur main rd""","Kallyanpur Main Road, Kallyanpur, Dhaka - 1916, Bangladesh","23.7798133","90.3609403"
"""sir sayed rd university of dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""modhu city""","Dhaka District, Ghatarchar - 1312, Bangladesh","23.7339077","90.3258603"
"""palpara""","Palpara, Khulna - 9202, Bangladesh","22.881251","89.5154691"
"""cangkhar pool""","Bangladesh","24.0","90.0"
"""companion care clinic""","Bangladesh","24.0","90.0"
"""chefs table""","Bangladesh","24.0","90.0"
"""rupayan angel""","Bangladesh","24.0","90.0"
"""mirpur zoo road""","Bangladesh Insulator and Sanitaryware Factory Ltd. (BISF), Zoo Road, Nobaberbag, Dhaka - 1216, Bangladesh","23.8094318","90.3514563"
"""dakkhin mugdapara""","Islami Bank Bangladesh Limited, Bashabo Branch, Bashabo-Madartek Road, Bashabo, Dhaka - 1214, Bangladesh","23.7403862","90.4326774"
"""kamrangir char""","Kamrangir Char Beribadh, Lalbag, Dhaka - 1310, Bangladesh","23.7087981","90.3831264"
"""baridhara dohs )""","Joar Sahara, Dhaka, Dhaka District, Bangladesh","23.8131162","90.4131292"
"""east kafrul""","Bangladesh Space Research and Remote Sensing Organization (SPARRSO), Begum Rokeya Sharani, Kazipara, Dhaka - 1103, Bangladesh","23.7810493","90.3786973"
"""taltola""","Cumilla District, Taltola - 3623, Bangladesh","23.1421902","91.0338574"
"""north jurain""","Islami Bank Bangladesh Limited ATM, Dhaka-Mawa Expressway, Dholairpar, Dhaka - 1232, Bangladesh","23.7097246","90.434183"
"""bansaree""","Ruhama cottage, Bansaree Block-G Road 6, Banasree, Dhaka - 1219, Bangladesh","23.7597595","90.4393806"
"""uttara sector 10""","Dhaka-Ashulia Highway, Bhatulia, - 1711, Bangladesh","23.8842229","90.3950134"
"""regan""","Bangladesh","24.0","90.0"
"""kachukhet dhaka cantonment""","Dhaka Cantonment, Bangladesh","23.82444","90.40556"
"""sekhertek""","Shaikhertek, Dhaka Division, Bangladesh","24.16899","90.76264"
"""sadar ghat""","Sadar Ghat, Ahsanullah Road, Babu bazar, Dhaka - 1100, Bangladesh","23.7058771","90.4092566"
""". east rayer bazar""","Hatembag Road, East Rayer Bazar, Jigatola, Dhaka - 1209, Bangladesh","23.7429847","90.368355"
"""south bishil""","Bishil, Dhaka - 1916, Bangladesh","23.7950566","90.3516303"
"""mohammadi housing society""","Bangladesh","24.0","90.0"
"""west shewrapara mirpur""","722/1, West Shewrapara, Mirpur, Dhaka-1216., 722/1 Tomij Uddin Road, Shewrapara, Dhaka - 1216, Bangladesh","23.7919727","90.3740871"
"""chad uddan""","Bangladesh","24.0","90.0"
"""mosjid a kawser giridhara saddam market""","Bangladesh","24.0","90.0"
"""kawranbazar""","KawranBazar Road, Kawran Bazar, Dhaka - 1234, Bangladesh","23.7523076","90.3948217"
"""bashudnhara r/a""","Bangladesh","24.0","90.0"
"""residential area dhanmondi""","Dhanmondi, Dhaka - 1205, Bangladesh","23.7470706","90.3757465"
"""jatio grihayon kortripokkho""","Bangladesh","24.0","90.0"
"""sheker tek""","Bangladesh","24.0","90.0"
"""bashundhara residential area""","Bashundhara Residential Area, Dhaka - 1229, Bangladesh","23.8189265","90.4368229"
"""gachha""","Pukur gachha govt primary school, Z5202, Bogura District, Dupchachia - 5880, Bangladesh","24.9005251","89.1102553"
"""west dholaipur""","Bangladesh","24.0","90.0"
"""west isdair""","Isdāir, Bangladesh","23.63513","90.49846"
"""100 gulshan avenue""","100 Bir Uttam Mir Shawkat Sarak, Gulshan, Dhaka - 1212, Bangladesh","23.7874066","90.4169864"
"""north goran""","Goran, Dhaka - 1214, Bangladesh","23.7509383","90.43215"
"""basati housing""","Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.8003725","90.3603177"
"""araco diagonstic & dental clinic""","","",""
"""ulon""","Bangladesh","24.0","90.0"
"""1421""","Narayanganj District, - 1421, Bangladesh","23.6674447","90.4722543"
"""mirpur -6""","Mirpur, Dhaka - 1216, Bangladesh","23.8108831","90.3643604"
"""uttara sector 11 no park""","Bangladesh","24.0","90.0"
"""market""","Market, Bridge, Barguna District, -, Bangladesh","21.9348574","90.0657356"
"""sabujbagh""","Sabujbagh Road, Moulvibazar District, Sreemangal - 3210, Bangladesh","24.3086883","91.7211092"
"""1346""","1346, Bangladesh","24.3137","89.6089"
"""sheikh hasina national institute of burn and plastic surgery""","Bangladesh","24.0","90.0"
"""hazrat shahjalal antorjatik""","Bangladesh","24.0","90.0"
"""shewrapara""","Shewrapara, Begum Rokeya Sharani, Dhaka - 1216, Bangladesh","23.7909631","90.3755087"
"""borobag""","Uttar Khan, Dhaka - 1276, Bangladesh","23.8805636","90.4260831"
"""secvtor 3""","Bangladesh","24.0","90.0"
"""west kawran bazar""","Bangladesh University of Textiles, Shahid Tajuddin Ahmad Avenue, Tejgaon Industrial Area, Dhaka - 1208, Bangladesh","23.7601664","90.401985"
"""meena click shantinagar""","Bangladesh","24.0","90.0"
"""west agargaon""","Agargaon, Dhaka - 1916, Bangladesh","23.7812337","90.3689456"
"""shekher tek""","Bangladesh","24.0","90.0"
"""house 30 road 17 sector 11 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""west  dholaipur""","Bangladesh","24.0","90.0"
"""shilpo l""","Bangladesh","24.0","90.0"
"""unicafe restaurant & fun panthapath""","","",""
"""shahbag chattar""","Bangladesh","24.0","90.0"
"""narayanganj.1400""","Narayanganj, Narayanganj Sadar Upazila, Bangladesh","23.6236732","90.4988075"
"""bashabo""","Bashabo, Dhaka - 1214, Bangladesh","23.7405474","90.4333478"
"""west arichpur""","Bangladesh","24.0","90.0"
"""dhakhin khan hydrabad rd""","Bangladesh","24.0","90.0"
"""hatirjhil""","Hatirjhil Project Army Camp, Hatirjheel Link Road, Noyatola, Dhaka - 1029, Bangladesh","23.7628942","90.4117049"
"""uttar""","Uttar, Barisal Division, Bangladesh","22.3234","89.89999"
"""puirbachal""","Bangladesh","24.0","90.0"
"""dhanmondi 32 house no 21 house name syvandale sonnet flat no a2""","","",""
"""mirpur `""","Mirpur, Kushtia District, Bangladesh","23.9363038","88.997764"
"""pizza arabian night""","Bangladesh","24.0","90.0"
"""shantnagar""","Bangladesh","24.0","90.0"
"""alke circus road kalabagan""","Bangladesh","24.0","90.0"
"""kurmitola sector 4""","Kurmitola, Dhaka - 1229, Bangladesh","23.8251851","90.4057949"
"""dhakeshwari road""","Dhakeshwari National Temple, Orphanage Road, Bokshibazar, Dhaka - 1211, Bangladesh","23.7229587","90.3902478"
"""basundha r/a""","Bangladesh","24.0","90.0"
"""tejgaon indra""","Indra, Khulna Division, Bangladesh","23.23837","89.34725"
"""kllyanpur""","Bangladesh","24.0","90.0"
"""mpohammadpur""","Bangladesh","24.0","90.0"
"""block k baridhara""","Baridhara, Bangladesh","23.80254","90.42117"
"""meradia""","South Banasree, Dhaka - 1214, Bangladesh","23.754935","90.4362485"
"""lal fokir er majar""","Bangladesh","24.0","90.0"
"""block b bashundhara r/a""","Bangladesh","24.0","90.0"
"""dhanmondi en road""","Bangladesh","24.0","90.0"
"""sector 5 uttara""","Uttara, Dhaka - 1231, Bangladesh","23.8634958","90.3903093"
"""uttor kafrul purba kazipara""","Digital Mapping Center, Survey of Bangladesh, Mirpur 14 Rd, Ibrahimpur, Dhaka - 1206, Bangladesh","23.8040149","90.388397"
"""bangshal""","Bangshal, Bangladesh","23.71558","90.40628"
"""block d bashundhara r/a""","Bashundhara Residential Area, Dhaka, Dhaka District, Bangladesh","23.8163715","90.4332023"
"""adarsha nagar badda""","Ananda Nagar Adarsha Uccho Bidyaloy, Boithakhali Road, Badda, Dhaka - 1219, Bangladesh","23.7712948","90.4315889"
"""senpara parbata borobagh""","Senpara Parbata, Borobagh, Dhaka - 1216, Bangladesh","23.806478","90.3693146"
"""sayedabadf""","Bangladesh","24.0","90.0"
"""shahjalal international airport
domestic terminal""","Bangladesh","24.0","90.0"
"""universal medical college & hospital""","Universal Medical College Hospital, 74G/75 New Airport Road, Gulshan, Dhaka - 2467, Bangladesh","23.7766326","90.3953894"
"""khilghaon""","Bangladesh","24.0","90.0"
"""narayanganj 1400""","Narayanganj, Narayanganj Sadar Upazila, Bangladesh","23.6236732","90.4988075"
"""shahbagh ramna""","Shahbagh, Kazi Nazrul Islam Avenue, Shahbag, Dhaka - 1234, Bangladesh","23.7400837","90.3960061"
"""west jatrabari""","Jatrabari, Dhaka - 1232, Bangladesh","23.7068154","90.4312582"
"""madani ave""","Madani Avenue, Beraid, Dhaka - 1229, Bangladesh","23.8014942","90.4578719"
"""new  baily rd""","New Baily Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7418291","90.4096084"
"""public toilet-2 kamalapur""","Kamalapur, Bangladesh","23.73723","90.42533"
"""malitola""","Nawabpur, Dhaka - 1100, Bangladesh","23.7150022","90.4100405"
"""pilkhana""","Pilkhana, Dhaka - 1209, Bangladesh","23.7317491","90.3757956"
"""segunbagicha road""","Segunbagicha Road, Segunbagicha, Dhaka - 1000, Bangladesh","23.7335425","90.406452"
"""south shajahanpur""","Shajahanpur, Bangladesh","24.76667","89.4"
"""darus salam road""","Darus Salam Road, Tolarbag, Dhaka - 1916, Bangladesh","23.789707","90.353939"
"""shyamoli mohammadpur""","Bangladesh Blood Bank & Transfusion Centre, 22/12 Mirpur Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7727326","90.3671203"
"""praava health""","Bangladesh","24.0","90.0"
"""bihari camp bazar""","Mohammadpur, Dhaka, Dhaka District, Bangladesh","23.767264","90.3654955"
"""shajadpur""","Bangladesh","24.0","90.0"
"""jahangirnagar university bus station""","Bangladesh","24.0","90.0"
"""block h""","Bashundhara Residential Area, Dhaka - 1229, Bangladesh","23.8247315","90.4395496"
"""arichpur""","Gazipur District, Tongi - 1711, Bangladesh","23.8885075","90.4054148"
"""khilkhet bazar""","Bāzār, Rangpur Division, Bangladesh","25.74442","88.49186"
"""1500""","Munshiganj District, - 1500, Bangladesh","23.4765391","90.5272349"
"""baitus salat kuweti mosque""","Bangladesh","24.0","90.0"
"""madartek""","Madartek, Dhaka - 1214, Bangladesh","23.7431008","90.4399835"
"""karnafuli government quarter""","Bangladesh","24.0","90.0"
"""shaymoli""","Shaymoli bus counter, Dhaka - Chittagong Hwy, Chittagong, Dhaka-Chattogram Highway, Chattogram District, Mirsharai -, Bangladesh","22.7209791","91.6035479"
"""sher-e-bangla nagar""","Sher-E-Bangla Nagar, Dhaka - 1207, Bangladesh","23.7741959","90.3754853"
"""matuail jatra""","Bangladesh","24.0","90.0"
"""bank colony""","Bank Colony, Mugda, Dhaka - 1203, Bangladesh","23.7275778","90.4343815"
"""dabor""","Dabor Bus Stop, Sunamganj-Sylhet Highway, Sunamganj District, -, Bangladesh","24.9234732","91.4624691"
"""sant""","Bangladesh","24.0","90.0"
"""katasur""","Mohammadpur, Dhaka - 1207, Bangladesh","23.7552398","90.3580927"
"""south kallyanpur""","Islami Bank Bangladesh LTD, Shovon Sarani, Pirerbag, Dhaka - 1916, Bangladesh","23.7862353","90.367022"
"""basdhundhara r/a""","Bangladesh","24.0","90.0"
"""shiddeshwari road""","Shiddeshwari Girls High School, 30 New Baily Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7422469","90.411242"
"""farmgate tejgaon""","Prime Minister's Office, Office Of The Prime Minister Bangladesh Bijoy Sharani, Tejgaon, Dhaka - 1212, Bangladesh","23.7683525","90.3918572"
"""beribadh""","Bangladesh","24.0","90.0"
"""iut tree park""","Bangladesh","24.0","90.0"
"""allahr daan khabar hotel and restaurant""","Bangladesh","24.0","90.0"
"""adamzee cantonment public school khelar math""","Bangladesh","24.0","90.0"
"""rhymes residence""","Bangladesh","24.0","90.0"
"""bhataliya uttara""","Dhaka-Ashulia Highway, Bhatulia, - 1711, Bangladesh","23.8842229","90.3950134"
"""road 109 floor 6th""","Road 109, Gulshan, Dhaka - 1212, Bangladesh","23.791029","90.4172453"
"""executive machine limited""","Bangladesh","24.0","90.0"
"""hal roktokorobi mirpur 3""","Mirpur, Bangladesh","23.805","90.366"
"""dhanmondi rf/a""","Bangladesh","24.0","90.0"
"""1350""","Dhaka District, Dhamrai Subdistrict - 1350, Bangladesh","23.916809","90.2175148"
"""flat d4""","Bangladesh","24.0","90.0"
"""west monipur""","Monipur, Dhaka - 1216, Bangladesh","23.7987626","90.3621094"
"""shireen's kitchen""","Bangladesh","24.0","90.0"
"""sheikh hasina national institute of burn & plastic surgery""","Sheikh Hasina National Institute of Burn & Plastic Surgery, S. Kamruzzaman Sharani, Bongshal, Dhaka - 1000, Bangladesh","23.7240265","90.4010949"
"""bandartila circle""","Bangladesh","24.0","90.0"
"""b""","b, Adabaria, Barguna Sadar Subdistrict, Bangladesh","22.2233543","90.2001091"
"""kolabagan""","Kolabagan, Dhaka - 1205, Bangladesh","23.7488966","90.3821314"
"""kitchen zone""","Bangladesh","24.0","90.0"
"""katabon""","Shahbag, Dhaka - 1205, Bangladesh","23.7376465","90.3889382"
"""bishwa road""","Bishwa Road, N2, Brahmanbaria District, Brahmanbaria -, Bangladesh","24.0502624","91.1141694"
"""road 5 ) block b""","Road 5 Block B, Niketan, Dhaka - 1029, Bangladesh","23.7731734","90.4109344"
"""gaccha""","Bangladesh","24.0","90.0"
"""uttara model tower""","Bangladesh","24.0","90.0"
"""toyenbee circular""","Bangladesh","24.0","90.0"
"""area""","bangladesh, Station Road, Kadirgonj, Rajshahi - 6207, Bangladesh","24.3742327","88.6097252"
"""open kitchen 2""","Bangladesh","24.0","90.0"
"""house 8 road 2/d uttara""","Uttara, Bangladesh","23.8667","90.4"
"""aftab nagar""","Aftab Motors, North Brook Hall Road, Bangla Bazar, Dhaka - 1100, Bangladesh","23.7079003","90.4126069"
"""azimpur lalbagh""","Azimpur- Lalbagh Road, Azimpur, Dhaka - 1211, Bangladesh","23.7255268","90.3867312"
"""secvtor 04 purbachal""","Bangladesh","24.0","90.0"
"""chawk bazar""","Chattogram District, Chattogram - 4203, Bangladesh","22.3572202","91.8355749"
"""baridhara notun bazar""","Bangladesh Youth Leadership Center, plot 3 Naya Nagar Road, Baridhara, Dhaka - 1212, Bangladesh","23.7993596","90.4247157"
"""ka""","Bangladesh, Lane 1, Mirpur, Dhaka - 1216","23.8202931","90.3710408"
"""shahid baki rd""","Shahid Baki Road, Malibagh, Dhaka - 1219, Bangladesh","23.7522052","90.4173352"
"""darussalam police station""","Bangladesh","24.0","90.0"
"""west palashi""","Palashi, Rangpur Division, Bangladesh","25.42339","88.85715"
"""neweskaton""","Bangladesh","24.0","90.0"
"""north mugda""","Mugda, Dhaka - 1203, Bangladesh","23.7323941","90.4325175"
"""1345""","Dhaka District, - 1345, Bangladesh","23.8844085","90.2923699"
"""dhanmondi dhaka""","Bangladesh Rifles (BDR) Headquarter, Dhanmondi 2, Jigatola, Dhaka - 1209, Bangladesh","23.7363932","90.3761045"
"""chawkbazaer""","Bangladesh","24.0","90.0"
"""aga nawab deory""","Aga Nawab Deory, Armanitola, Dhaka - 1100, Bangladesh","23.7149515","90.3989146"
"""purba badda""","Bangladesh Television, Banasree-Hatirjheel U Loop, Rampura, Dhaka - 1219, Bangladesh","23.765714","90.4230068"
"""west tejturipara""","Bangladesh","24.0","90.0"
"""cmh dhaka dhaka cantonment""","Combined Military Hospital (CMH), Kurmitola Road, Dhaka Cantonment, Dhaka - 1206, Bangladesh","23.8143341","90.3980869"
"""1""","building 2, 1 Dhaka - Pabna Highway, Pabna District, Bonogram - 6670, Bangladesh","24.0068393","89.3556617"
"""dhaka club limited""","Shahbag, Dhaka, Dhaka District, Bangladesh","23.7386122","90.3975012"
"""a""","a, Adabaria, Barguna Sadar Subdistrict, Bangladesh","22.2240032","90.2030141"
"""nurfatah lalbagh""","Lalbagh, Bangladesh","23.71739","90.38787"
"""north badda bus stop""","Bangladesh","24.0","90.0"
"""basan""","Vitipara Jame Masjid, Basan, Mosque, Dhaka - Tangail Highway, Bhogra, Kodda - 1700, Bangladesh","23.98889","90.3654013"
"""sher r bangla rd""","Bangladesh","24.0","90.0"
"""malibagh rail gate""","Malibagh Rail Gate, Atish Depankar Road, Khilgaon, Dhaka - 1217, Bangladesh","23.7497186","90.4132471"
"""bangladesh bank officers quarter""","Bangladesh","24.0","90.0"
"""gulshan 1 road no 127 house no 7e""","Bangladesh","24.0","90.0"
"""nbew market""","Bangladesh","24.0","90.0"
"""dhka railway station""","Bangladesh","24.0","90.0"
"""rayerbag bus stand""","Bangladesh","24.0","90.0"
"""north badda foot over bridge""","Bangladesh","24.0","90.0"
"""dokkhin shahjahanpur""","Shahjāhanpur, Barisal Division, Bangladesh","21.9128","90.73626"
"""ashulia""","Ashulia, Savar - 1341, Bangladesh","23.8969898","90.3289577"
"""board bazar""","Board Bazar, Gazipur - 1712, Bangladesh","23.9452074","90.3825171"
"""tower 2""","Xishxehman palace Fatikchhari, Fatikchhari, Fatikchhari Upazila, Bangladesh","22.6839448","91.789139"
"""allahr dan khabar hotel and restaurant""","Bangladesh","24.0","90.0"
"""baridhara r/a""","Bangladesh","24.0","90.0"
"""road 8 house 153""","Bangladesh","24.0","90.0"
"""chartered life insurance company ltd""","Bangladesh","24.0","90.0"
"""dutch bangla bank limited(dbbl)west dhanmondi""","Dutch-Bangla Bank Limited (DBBL) - Fast Track, Green Rd, Dhaka, Green Road, Panthopath, Dhaka - 1205, Bangladesh","23.7439387","90.3847477"
"""d s pharmacy dhaka medical college cangkhar pool""","Bangladesh","24.0","90.0"
"""shohortoli platform(narayangonj jawar railway)""","Bangladesh","24.0","90.0"
"""postogola shyamoli""","Shyamoli, Bangladesh","23.77438","90.36538"
"""sontek jatrabari""","Jātrābāri, Bangladesh","24.98797","90.90801"
"""pirerbag""","Pirerbag, Dhaka - 1916, Bangladesh","23.7901781","90.3666203"
"""paribag""","Paribag Mosque, Paribagh Road Number 2, Shahbag, Dhaka - 1205, Bangladesh","23.7418603","90.3930865"
"""road 33 gulshan 1 gulshan""","Road 33, Gulshan, Dhaka - 1212, Bangladesh","23.7867312","90.4153275"
"""shikkatuli""","Bongshal, Dhaka - 1100, Bangladesh","23.7187683","90.4051886"
"""dmch garden park dhaka medical college hospital bagan pa""","Bangladesh","24.0","90.0"
"""south madartek""","Madartek, Dhaka - 1214, Bangladesh","23.7415082","90.4404885"
"""rd 9  janata housing mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""tampopo kabab house""","Bangladesh","24.0","90.0"
"""railway station""","Islami Bank Bangladesh Ltd. Kurigram Branch, Kurigram, কুড়িগ্রাম - নাগেশ্বরী - ভুরুঙ্গামারী সড়ক, Kurigram District, Kurigram -, Bangladesh","25.8132936","89.6448356"
"""mes""","Dhaka - Bogura Highway, Bogura District, Bogura - 5842, Bangladesh","24.7563805","89.3955922"
"""bangladesh shenabahinir sadar dipto""","Bangladesh","24.0","90.0"
"""nre airport rd""","Bangladesh","24.0","90.0"
"""kathalbagan green road""","Bangladesh Agricultural Development Corporation, Green Road, Panthopath, Dhaka - 1205, Bangladesh","23.7429661","90.3844183"
"""d-mart arambagh motijheel""","Bangladesh","24.0","90.0"
"""block i bashundhara r/a""","Bangladesh","24.0","90.0"
"""mesars math baria steel corporation mohammadi""","Bangladesh","24.0","90.0"
"""11 a road 92 gulsahn 2 gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""darussalam""","Darussalam Tower, 59/DA Mirpur Road, Gabtali, Dhaka - 1216, Bangladesh","23.7784362","90.3560408"
"""babar rd""","Maa Babar Doya Iqbal Enterprise, Sea Beach Rd, Chattogram, Sea Beach Road, Chattogram District, Chattogram - 4222, Bangladesh","22.2493665","91.7914726"
"""sattar villa sector 15 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""circuit house rd""","Rajshahi Simla Park city, Circuit House Rd, Rajshahi, Rajshahi District, Rajshahi - 6000, Bangladesh","24.3633831","88.5807565"
"""paradise bhaban lalbagh""","Lalbagh, Bangladesh","23.71739","90.38787"
"""naya paltan rd""","Naya Paltan Road, Noya Paltan, Dhaka - 1217, Bangladesh","23.7363713","90.4138303"
"""48 road 13c banani""","Road 13C, Gulshan, Dhaka - 1213, Bangladesh","23.7919096","90.4072741"
"""adabar mohammadpur""","Bangladesh Eye care and Faco Center, 18/7, Block # F Ring Road, Adabar, Dhaka - 1207, Bangladesh","23.7691218","90.3588456"
"""manik mia avenue""","Manik Mia Avenue, Sobhanbag, Dhaka - 1215, Bangladesh","23.7583626","90.3792793"
"""sultana razia road purbo  arichpur tongi""","Tungi, Dhaka Division, Bangladesh","23.89154","90.40232"
"""bangladesh army hq""","Bangladesh","24.0","90.0"
"""rupnagar residential area""","Bangladesh Krishi Bank, Community Center Road, Nawabganj, Dhaka - 1211, Bangladesh","23.7200356","90.3735978"
"""postogola railgate""","Bangladesh","24.0","90.0"
"""washpur""","Washpur, Keraniganj - 1312, Bangladesh","23.7387362","90.3418558"
"""industrial area""","Industrial area, Lalmonirhat, Lalmonirhat Sadar, Bangladesh","25.8768402","89.445251"
"""daya ganj""","Bangladesh","24.0","90.0"
"""roadf 13 sector 14 uttara""","Uttara, Bangladesh","23.8667","90.4"
"""pallabi ext. gate 2""","Bangladesh","24.0","90.0"
"""asad ave block e mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""afroza begum road bashundhara r/a""","Bangladesh","24.0","90.0"
"""mirp[ur 12""","Bangladesh","24.0","90.0"
"""dhaka-1208""","Dhaka, Dhaka District, Bangladesh","23.7643863","90.3890144"
"""12 road 18 section 12""","Bangladesh Krishi Bank, Baraiyerhat-Joraganj Old Section Road, Chattogram District, Baraiyarhat - 3901, Bangladesh","22.8933377","91.5339391"
"""sayem sobhan anvir road bashundhara r/a""","Sayem Sobhan Anvir Road, Bashundhara Residential Area, Dhaka - 1229, Bangladesh","23.8141176","90.4303817"
"""mirpur12""","Mirpur, Kushtia District, Bangladesh","23.9363038","88.997764"
"""natun  bazar""","Munshiganj District, Tongibari Upazila - 1521, Bangladesh","23.5284862","90.4513684"
"""sector 03""","Xishxehman palace Fatikchhari, Fatikchhari, Fatikchhari Upazila, Bangladesh","22.6839448","91.789139"
"""dakkhin bishi""","Bangladesh","24.0","90.0"
"""house 21 road 4 sector 4 uttar a""","Bangladesh","24.0","90.0"
"""ema outsourcing & solutions limited ( fmaos ) niketan gulshan 1""","","",""
"""tejgaon link rd""","Tejgaon Gulshan Link Road, Niketan, Dhaka - 1029, Bangladesh","23.7714526","90.4119188"
"""central library ( sau) sher-e - bengla agriculture university""","Bangladesh","24.0","90.0"
"""s""","S, Barguna District, - 8710, Bangladesh","22.0741221","90.1529328"
"""shshbag""","Bangladesh","24.0","90.0"
"""block b banani""","Bangladesh","24.0","90.0"
"""bir uttam ak khandaker rd gulshan 1""","Gulshan, Bangladesh","23.7917","90.4167"
"""adabor mohammadpur dhaka""","Bangladesh Specialised Dental Clinic, 112 Road 3, Mohammadpur, Dhaka - 1207, Bangladesh","23.7629379","90.3567682"
"""health and hope specialized hospital panthapath""","Bangladesh","24.0","90.0"
"""lalbag rd""","Bangladesh University of Engineering & Technology, Unmesh Datta Road, Bokshibazar, Dhaka - 1211, Bangladesh","23.7253034","90.3911721"
"""south kuril""","Bangladesh","24.0","90.0"
"""banglamotor""","Vintage Bake & Cafe, Coffee shop, Kazi Nazrul Islam Avenue, Banglamotor, Dhaka, Kazi Nazrul Islam Avenue, Shahbag, Dhaka - 1234, Bangladesh","23.7456203","90.3946328"
"""dhaka university journalist association (duja) shahbag""","Shahbag, Bangladesh","23.738","90.4"
"""sahntinagar""","Bangladesh","24.0","90.0"
"""dhaka mo""","Bangladesh","24.0","90.0"
"""banasree b""","Banasree, Dhaka - 1219, Bangladesh","23.7617123","90.4312774"
"""nakhalpara""","Nakhalpara, Dhaka - 1208, Bangladesh","23.7688388","90.3960119"
"""naryanganj""","Bangladesh","24.0","90.0"
"""malibagh mor""","Malibagh mor, Malibagh, Dhaka - 1217, Bangladesh","23.7441919","90.4142455"
"""uttara dhaka 1230""","Uttara Adhunik Medical College, House 34, Road 4, Sector 9 Sonargaon Janapath, Uttara, - 1230, Bangladesh","23.8747993","90.396733"
"""shiyal""","Shiyal Bari Mor Bus Stop, Hazi Road, Borobagh, Dhaka - 1216, Bangladesh","23.8081946","90.3580172"
"""uttara sector 10 welfare association""","Bangladesh","24.0","90.0"
"""west banglamotor""","Bangladesh","24.0","90.0"
"""pink city model town""","Dumni, Dhaka, Dhaka District, Bangladesh","23.8307792","90.4628269"
"""baddar""","Bangladesh","24.0","90.0"
"""abaridhara dohs""","Bangladesh","24.0","90.0"
"""bashundara r/a""","Bangladesh","24.0","90.0"
"""narina wari""","Wari, Bangladesh","23.71667","90.41667"
"""dhaka mymensingh highway""","Dhaka-Mymensingh Highway, Mymensingh District, Bhaluka -, Bangladesh","24.3114309","90.3840605"
"""rani mahal boro vanga rd""","Bangladesh","24.0","90.0"
"""rajabazar""","Rajabazar, Dhaka - 1215, Bangladesh","23.7549507","90.3848351"
"""tahordia""","Bangladesh","24.0","90.0"
"""serulia demra""","Demra, Bangladesh","23.70992","90.45456"
"""bahsundhara r/a""","Bangladesh","24.0","90.0"
"""mirpurr 1""","Bangladesh","24.0","90.0"
"""shhbag""","Bangladesh","24.0","90.0"
"""(new16) dhanmondi r/a""","Bangladesh","24.0","90.0"
"""mirpur 14 main rd""","Bangladesh Krishi Bank, Main Road - 13, Mirpur, Dhaka - 1216, Bangladesh","23.8038031","90.3783746"
