,id,original_address,cleaned_address,matched_variation,latitude,longitude,provider
395,9395,"36/A , DHAKA HOUSING , UTTOR ADABOR, MOHAMMADPUR","36/A , DHAKA HOUSING , UTTOR ADABOR, MOHAMMADPUR",ADABOR MOHAMMADPUR,23.77375687138449,90.35743275320807,Nominatim
396,9396,"HAZRATPUR,KERANIGONJ,DHAKA","HAZRATPUR,KERANIGONJ,DHAKA",KERANIGONJ DHAKA,23.695502,90.3985875,Nominatim
397,9397,"BANDBOX LAUNDRY,116,ROAD 11,BANANI","BANDBOX LAUNDRY,116,ROAD 11,BANANI",116 ROAD 11 BANANI,23.779395549777124,90.41577229998413,Nominatim
398,9398,"BIMAN HOLIDAY PREMIUM LOUNGE,
HAZRAT SHAHJALAL INTERNATIONAL LOUNGE,KURMITOLA","BIMAN HOLIDAY PREMIUM LOUNGE,
HAZRAT SHAHJALAL INTERNATIONAL LOUNGE,KURMITOLA",KURMITOLA,23.8251851,90.4057949,Nominatim
400,9400,"LIFE CARE MEDICAL CENTER,DHAKA WIRELESS GATE,MOHAKHALI","LIFE CARE MEDICAL CENTER,DHAKA WIRELESS GATE,MOHAKHALI",DHAKA WIRELESS GATE MOHAKHALI,23.78100007878564,90.40687236672623,Nominatim
401,9401,"MR BAKER CAKE& PASTRY SHOP,H 847,BEGUM ROKEYA SARANI,WEST SHEWRAPARA","MR BAKER CAKE& PASTRY SHOP,H 847,BEGUM ROKEYA SARANI,WEST SHEWRAPARA",847 BEGUM ROKEYA SARANI WEST SHEWRAPARA,23.7873684,90.3758373,Nominatim
402,9402,"BAM&QS , ROAD 62 , GULSHAN 2 , GULSHAN","BAM&QS , ROAD 62 , GULSHAN 2 , GULSHAN",ROAD 62 GULSHAN 2 GULSHAN,23.80042047058429,90.40964436373056,Nominatim
403,9403,"BRAC UNIVERSITY,SOUTH BADDA","BRAC UNIVERSITY,SOUTH BADDA","BRAC UNIVERSITY,SOUTH BADDA, Dhaka, Bangladesh",23.7733146,90.42437100116996,Nominatim
404,9404,"GREEN VILLA OUTDOORS , MADANI AVENUE , 100 FEET ROAD","GREEN VILLA OUTDOORS , MADANI AVENUE , 100 FEET ROAD",MADANI AVENUE 100 FEET ROAD,23.80138446324961,90.45789113815827,Nominatim
405,9405,"OPORAJITA APARTMENT , HOUSE 2 , ROAD 15 , SECTOR 7 , UTTARA","OPORAJITA APARTMENT , HOUSE 2 , ROAD 15 , SECTOR 7 , UTTARA",HOUSE 2 ROAD 15 SECTOR 7 UTTARA,23.86596009920053,90.39516200235664,Nominatim
406,9406,"CARINO , 529 , ADABOR ROAD 12 B , ABDUL RAFIQ HOUSING , ADABAR","CARINO , 529 , ADABOR ROAD 12 B , ABDUL RAFIQ HOUSING , ADABAR",ADABOR ROAD 12 B ABDUL RAFIQ HOUSING ADABAR,23.77051592770863,90.35832828213768,Nominatim
407,9407,"IBAIS UNIVERSITY , H 16 , RHD 5 , UTTARA SECTOR 4","IBAIS UNIVERSITY , H 16 , RHD 5 , UTTARA SECTOR 4",5 UTTARA SECTOR 4,23.8646816,90.4000825,Nominatim
408,9408,"BALURGHAT DARBAR SHARIF LN,AMLIGOLA,LALBAG","BALURGHAT DARBAR SHARIF LN,AMLIGOLA,LALBAG","BALURGHAT DARBAR SHARIF LN,AMLIGOLA,LALBAG, Dhaka, Bangladesh",23.720043749642983,90.38011264745307,Nominatim
411,9411,"RONONDA PHARMACY , H 53/1 , INDIRA RD , FARMGATE","RONONDA PHARMACY , H 53/1 , INDIRA RD , FARMGATE",53/1 INDIRA RD FARMGATE,23.758205959988747,90.38884026330165,Nominatim
412,9412,"H 44, MADRASA RD LN , METROPOLITON COOOPERATIVE HOUSING SOCIETY , MOHAMMADPUR","H 44, MADRASA RD LN , METROPOLITON COOOPERATIVE HOUSING SOCIETY , MOHAMMADPUR",HOUSING SOCIETY MOHAMMADPUR,23.7697872,90.36297351865782,Nominatim
413,9413,"MUGDAA MEDICAL COLLEGE & HOSPITAL , HAZI KHADEM ALI RD , MUGDA","MUGDAA MEDICAL COLLEGE & HOSPITAL , HAZI KHADEM ALI RD , MUGDA",ALI RD MUGDA,23.731669246702868,90.43011572263045,Nominatim
414,9414,"H 380/12,KUNJABAN RD,EAST RAMPURA","H 380/12,KUNJABAN RD,EAST RAMPURA",RD EAST RAMPURA,23.7588451,90.4184812175,Nominatim
418,9418,"MBL CENTER , WEST DHANMONDI","MBL CENTER , WEST DHANMONDI",WEST DHANMONDI,23.745763,90.36968610363476,Nominatim
419,9419,"NETHERLANDS LANGUAGE INSTITUTION , ROAD 90 , GULSHAN NORTH AVE , GULSHAN 2","NETHERLANDS LANGUAGE INSTITUTION , ROAD 90 , GULSHAN NORTH AVE , GULSHAN 2",AVE GULSHAN 2,23.7962493,90.4176239,Nominatim
421,9421,"ROAD 63 , GULSHAN 2 , GULSHAN","ROAD 63 , GULSHAN 2 , GULSHAN","ROAD 63 , GULSHAN 2 , GULSHAN, Dhaka, Bangladesh",23.80120724996951,90.40802875136386,Nominatim
422,9422,"OPEX GROUP , LINE 2, MIRPUR 13","OPEX GROUP , LINE 2, MIRPUR 13",LINE 2 MIRPUR 13,23.807872133512724,90.37998971327418,Nominatim
423,9423,"CM SERVICING CENTER , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN","CM SERVICING CENTER , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN",AVENUE MOHAKHALI GULSHAN,23.7937922,90.41546858472827,Nominatim
424,9424,"INTERSTUDIO LTD,MADANI AVENUR,GULSHAN 2,GULSHAN","INTERSTUDIO LTD,MADANI AVENUR,GULSHAN 2,GULSHAN",GULSHAN 2 GULSHAN,23.7947191,90.4136986,Nominatim
425,9425,"VISION OPTICS , GREEN ROAD , DHANMONDI","VISION OPTICS , GREEN ROAD , DHANMONDI",OPTICS GREEN ROAD DHANMONDI,23.7565293,90.3895641,Nominatim
427,9427,"COUNTRY SIDE ROOFTOP , BLOCK D, MIRPUR 2","COUNTRY SIDE ROOFTOP , BLOCK D, MIRPUR 2",BLOCK D MIRPUR 2,23.8020146,90.3555966,Nominatim
428,9428,"SHWAPNO , 76/A , ROAD 11 ,BANANI , GULSHAN","SHWAPNO , 76/A , ROAD 11 ,BANANI , GULSHAN","SHWAPNO , 76/A , ROAD 11 ,BANANI , GULSHAN, Dhaka, Bangladesh",23.7902139,90.4103458,Nominatim
429,9429,"HOUSE 51, ROAD 19 , SECTOR 11 , UTTARA","HOUSE 51, ROAD 19 , SECTOR 11 , UTTARA",51 ROAD 19 SECTOR 11 UTTARA,23.875217449598612,90.38762296331312,Nominatim
430,9430,"446, ROAD 6A, MIRPUR DOHS , MIRPUR 12","446, ROAD 6A, MIRPUR DOHS , MIRPUR 12",ROAD 6A MIRPUR DOHS MIRPUR 12,23.83582625170719,90.37207412901977,Nominatim
431,9432,"AMAZING PARADISE , SOUTH BADDA","AMAZING PARADISE , SOUTH BADDA",SOUTH BADDA,23.7751646,90.4225629,Nominatim
433,9434,"JAMUNA FUTURE PARK,ENTRY WAY,PRAGATI SARANI,BASUNDHARA","JAMUNA FUTURE PARK,ENTRY WAY,PRAGATI SARANI,BASUNDHARA",PRAGATI SARANI BASUNDHARA,23.8118974,90.4211787,Nominatim
434,9435,"ANWAR KHAN MODERN MEDICAL COLLEGE,RD 7,DHANMONDI","ANWAR KHAN MODERN MEDICAL COLLEGE,RD 7,DHANMONDI",7 DHANMONDI,23.74030525,90.38220820345856,Nominatim
437,9438,"SIKDER BARI GOVT OFFICERS QUARTER PLAYGROUND , SECTOR 8 , ROAD 8 , UTTARA , KOTBARI BAZAR , SECTOR 8","SIKDER BARI GOVT OFFICERS QUARTER PLAYGROUND , SECTOR 8 , ROAD 8 , UTTARA , KOTBARI BAZAR , SECTOR 8","SIKDER BARI GOVT OFFICERS QUARTER PLAYGROUND , SECTOR 8 , ROAD 8 , UTTARA , KOTBARI BAZAR , SECTOR 8, Dhaka, Bangladesh",23.8787794,90.40304788805264,Nominatim
438,9439,"260/1 , MALIBAGH COLLEGE ROAD , MALIBAGH MOR , MALIBAGH","260/1 , MALIBAGH COLLEGE ROAD , MALIBAGH MOR , MALIBAGH",MALIBAGH MOR MALIBAGH,23.74419188131901,90.41424554224132,Nominatim
440,9441,"MONI STORE,NOBODOY HOUSING,MOHAMMADPUR","MONI STORE,NOBODOY HOUSING,MOHAMMADPUR",HOUSING MOHAMMADPUR,23.7569042,90.36356556517757,Nominatim
441,9442,"ALEYA VILLA,DHOLIPARA,UTTARA","ALEYA VILLA,DHOLIPARA,UTTARA",DHOLIPARA UTTARA,23.8591761,90.3860889,Nominatim
442,9443,"road 22,MOHAKHALI DOHS,SHER E BANGLA NAGAR","road 22,MOHAKHALI DOHS,SHER E BANGLA NAGAR",SHER E BANGLA NAGAR,23.7741959,90.3754853,Nominatim
443,9444,"SHYAMOLI BUS COUNTER , H 167 , TOYENBEE CIRCULAR RD , MOTIJHEEL","SHYAMOLI BUS COUNTER , H 167 , TOYENBEE CIRCULAR RD , MOTIJHEEL",CIRCULAR RD MOTIJHEEL,23.7221011,90.4165215,Nominatim
444,9445,"SULRAN HAJI , 102 SONA MIA MOHOLLA , K. B. . ROAD , DAILPOTTI , KERANIGANJ SUBDISTRICT","SULRAN HAJI , 102 SONA MIA MOHOLLA , K. B. . ROAD , DAILPOTTI , KERANIGANJ SUBDISTRICT",KERANIGANJ SUBDISTRICT,23.6983432,90.34727078010783,Nominatim
447,9448,"ALHAZ MOKBUL HOSSAIN UNIVERSITY  COLLEGE , SADEK KHAN RD , MOHAMMADPUR","ALHAZ MOKBUL HOSSAIN UNIVERSITY  COLLEGE , SADEK KHAN RD , MOHAMMADPUR",SADEK KHAN RD MOHAMMADPUR,23.747095,90.3592547,Nominatim
448,9449,"VITA HEALTH MEDICAL CENTRE , BLOCK E , LALMATIA","VITA HEALTH MEDICAL CENTRE , BLOCK E , LALMATIA",BLOCK E LALMATIA,23.754238731078047,90.36593892399564,Nominatim
449,9450,"NOORJAHAN HERITAGE,RUPNAGAR RESIDENTIAL AREA,MIRPUR","NOORJAHAN HERITAGE,RUPNAGAR RESIDENTIAL AREA,MIRPUR",RESIDENTIAL AREA MIRPUR,23.8107214,90.36422614972622,Nominatim
450,9451,"URBAN AMIRAS NILOY , SECTOR 1, UTTARA","URBAN AMIRAS NILOY , SECTOR 1, UTTARA",SECTOR 1 UTTARA,23.8580674,90.4011307,Nominatim
452,9453,"AD DIN WOMEN MEDICAL COLLEGE & HOSPITAL , MOGHBAZAR","AD DIN WOMEN MEDICAL COLLEGE & HOSPITAL , MOGHBAZAR",MOGHBAZAR,23.747718617854236,90.40091797342724,Nominatim
454,9455,"THAT FASHION , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1","THAT FASHION , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1",SHOPPING COMPLEX MIRPUR 1,23.7986576,90.3528801240906,Nominatim
456,9457,"BRAC UNIVERSITY,BIR UTTAM AK KHANDAKAR RD,MOHAKHALI","BRAC UNIVERSITY,BIR UTTAM AK KHANDAKAR RD,MOHAKHALI",BIR UTTAM AK KHANDAKAR RD MOHAKHALI,23.781793247950617,90.40307217406144,Nominatim
457,9458,"ABID BURGER HOUSE , ABDULLAHPUR BUS STOP , UTTARA","ABID BURGER HOUSE , ABDULLAHPUR BUS STOP , UTTARA",ABDULLAHPUR BUS STOP UTTARA,23.8796426,90.401186,Nominatim
458,9459,"H 146/3 , WAPDA RD , WEST RAMPURA","H 146/3 , WAPDA RD , WEST RAMPURA",WAPDA RD WEST RAMPURA,23.760397879849325,90.41785899058804,Nominatim
459,9460,"NAYABAZAR PAPER MARKET , NAYA BAZAR RD , BABU BAZAR","NAYABAZAR PAPER MARKET , NAYA BAZAR RD , BABU BAZAR",MARKET NAYA BAZAR RD BABU BAZAR,23.7146166,90.406245,Nominatim
461,9462,"TEACHING & TRAINING PET HOSPITAL; AND RESEARCH CENTER , SECTOR 18 , PURBACHAL","TEACHING & TRAINING PET HOSPITAL; AND RESEARCH CENTER , SECTOR 18 , PURBACHAL",SECTOR 18 PURBACHAL,23.8520797,90.4996974,Nominatim
462,9463,"KIDNEY FOUNDATION BANGLADESH,MIRPUR COLLEGE RD,MIRPUR 2","KIDNEY FOUNDATION BANGLADESH,MIRPUR COLLEGE RD,MIRPUR 2",MIRPUR COLLEGE RD MIRPUR 2,23.803896127629443,90.36039345423372,Nominatim
463,9464,"MIRPUR DOHS SHOPPING COMPLEX,MIRPUR DOHS,DHAKA","MIRPUR DOHS SHOPPING COMPLEX,MIRPUR DOHS,DHAKA","MIRPUR DOHS SHOPPING COMPLEX,MIRPUR DOHS,DHAKA, Dhaka, Bangladesh",23.8379243,90.3755367,Nominatim
464,9465,"POPULAR DIAGONISTIC CENTER,BIR UTTAM RAFIQUL ISLAM AVE,NORTH BADDA","POPULAR DIAGONISTIC CENTER,BIR UTTAM RAFIQUL ISLAM AVE,NORTH BADDA",CENTER BIR UTTAM RAFIQUL ISLAM AVE NORTH BADDA,23.7869873,90.4256375,Nominatim
466,9467,"WEDDING MOMENTS , MOHAKHALI DOHS","WEDDING MOMENTS , MOHAKHALI DOHS",MOHAKHALI DOHS,23.78090465,90.39574251401798,Nominatim
467,9468,"49/5/F/2,BOUBAZAR GOLI,DHANMONDI","49/5/F/2,BOUBAZAR GOLI,DHANMONDI",BOUBAZAR GOLI DHANMONDI,23.753176019316378,90.3828697284767,Nominatim
468,9469,"BARDEM GENERAL HOSPITAL 2, FOR WOMEN AND CHILDREN , SEGUNBAGICHA RD","BARDEM GENERAL HOSPITAL 2, FOR WOMEN AND CHILDREN , SEGUNBAGICHA RD",SEGUNBAGICHA RD,23.7330446,90.4080986,Nominatim
469,9470,"MOSTAKIM KABAB (1982) MOHAMMADPUR , GENEVA CAMP","MOSTAKIM KABAB (1982) MOHAMMADPUR , GENEVA CAMP",(1982) MOHAMMADPUR GENEVA CAMP,23.76792615,90.365485358859,Nominatim
470,9471,"H 308/4, TILAPARA RD, KHILGAON","H 308/4, TILAPARA RD, KHILGAON",RD KHILGAON,23.74704385,90.42728137014691,Nominatim
472,9473,"A. GAFUR & RAHIM VILLA , CHADD UDDAN HOUSING , MOHAMMADPUR","A. GAFUR & RAHIM VILLA , CHADD UDDAN HOUSING , MOHAMMADPUR",UDDAN HOUSING MOHAMMADPUR,23.767491300000003,90.3589908782986,Nominatim
474,9475,"BRTA , DIYA BARI , UTTARA","BRTA , DIYA BARI , UTTARA",BARI UTTARA,23.8787794,90.40304788805264,Nominatim
475,9476,"APON JEWELLERS,SUVASTU IMAM SQUARE,GULSHAN 1,GULSHAN","APON JEWELLERS,SUVASTU IMAM SQUARE,GULSHAN 1,GULSHAN",GULSHAN 1 GULSHAN,23.780553,90.4169,Nominatim
476,9477,"BASHUDNHARA CITY SHOPPING COMPLEX , PANTHAPATH N, DHAKA","BASHUDNHARA CITY SHOPPING COMPLEX , PANTHAPATH N, DHAKA",PANTHAPATH N DHAKA,23.7525464,90.3833456,Nominatim
477,9478,"KAZI TELECOM , BEGUM ROKEYA SARANI , AGARGAON","KAZI TELECOM , BEGUM ROKEYA SARANI , AGARGAON",BEGUM ROKEYA SARANI AGARGAON,23.78650874005394,90.37730625458975,Nominatim
479,9480,"POWERPLAY,SOMAJ KOLLAN RD,WEST ARICHPUR","POWERPLAY,SOMAJ KOLLAN RD,WEST ARICHPUR",ARICHPUR,23.8902379,90.403206,Nominatim
480,9481,SHEWRAPARA BUS STAND,SHEWRAPARA BUS STAND,"SHEWRAPARA BUS STAND, Dhaka, Bangladesh",23.79058185,90.3712486490942,Nominatim
481,9482,"RANI COTTAGE,H 13/KA,GARDEN RD,WEST KAWRAN BAZAR","RANI COTTAGE,H 13/KA,GARDEN RD,WEST KAWRAN BAZAR",RD WEST KAWRAN BAZAR,23.7542714,90.3818545,Nominatim
483,9484,"DELTA HOSPITAL, DAR US SALAM ROAD , MOFIZBAGH HOUSING , SHAH ALI BAGH","DELTA HOSPITAL, DAR US SALAM ROAD , MOFIZBAGH HOUSING , SHAH ALI BAGH",HOUSING SHAH ALI BAGH,23.796489525551767,90.35991087001425,Nominatim
484,9485,"ARN TELECOM & COSMETICS CENTER , ZOO RD , MIRPUR 2","ARN TELECOM & COSMETICS CENTER , ZOO RD , MIRPUR 2",ZOO RD MIRPUR 2,23.80940382549808,90.35033682585812,Nominatim
485,9486,"LAKE,BEGUM ROKEYA SARANI,EAST MONIPUR","LAKE,BEGUM ROKEYA SARANI,EAST MONIPUR",BEGUM ROKEYA SARANI EAST MONIPUR,23.79118460904995,90.37548061585554,Nominatim
486,9487,"TALTOLA BUS STAND,AGARGAON","TALTOLA BUS STAND,AGARGAON",BUS STAND AGARGAON,23.79058185,90.3712486490942,Nominatim
487,9488,"HOUSE 1, ROAD 10 , SECTOR 3, UTTARA","HOUSE 1, ROAD 10 , SECTOR 3, UTTARA",ROAD 10 SECTOR 3 UTTARA,23.8641802,90.3961525,Nominatim
488,9489,"THE CITY BANK LTD AMEX LOUNGE DOMESITC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATONAL AIRPORT,KURMITOLA","THE CITY BANK LTD AMEX LOUNGE DOMESITC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATONAL AIRPORT,KURMITOLA",AIRPORT KURMITOLA,23.8191146,90.4097954,Nominatim
490,9491,"H 267,RD 10,BLOCK A,BASHUNDHARA R/A","H 267,RD 10,BLOCK A,BASHUNDHARA R/A",RD 10 BLOCK A BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
492,9493,"EASTERN NAHAR , 22/18 , BLOCK B , KHILJI ROAD , MOHAMMADPUR","EASTERN NAHAR , 22/18 , BLOCK B , KHILJI ROAD , MOHAMMADPUR",22/18 BLOCK B KHILJI ROAD MOHAMMADPUR,23.7715347,90.36718724587392,Nominatim
493,9494,"BANGLADESH BANK HIGH SCHOOL , STATION ROAD , ARAMBAG , KOMLAPUR","BANGLADESH BANK HIGH SCHOOL , STATION ROAD , ARAMBAG , KOMLAPUR",ROAD ARAMBAG KOMLAPUR,23.7295468,90.4262031,Nominatim
494,9495,"THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA","THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA,23.8431441,90.40530318364304,Nominatim
495,9496,"SHERATON DHAKA , KEMAL ATATURK AVENUE BANANI","SHERATON DHAKA , KEMAL ATATURK AVENUE BANANI",ATATURK AVENUE BANANI,23.794191627296247,90.41222433349044,Nominatim
496,9497,"SHOPNO CARE BEAUTY PARLOUR & GYM,267/1,CHAPAKHANA MOR,AHMED NAGAR,MUKTI HOUSING,AHMED NAGAR","SHOPNO CARE BEAUTY PARLOUR & GYM,267/1,CHAPAKHANA MOR,AHMED NAGAR,MUKTI HOUSING,AHMED NAGAR",MUKTI HOUSING AHMED NAGAR,23.7858083,90.3717024,Nominatim
497,9498,"SONALI BANK LTD , HEAD OFFICE , MOTIJHEEL RD , DILKUSHA","SONALI BANK LTD , HEAD OFFICE , MOTIJHEEL RD , DILKUSHA",HEAD OFFICE MOTIJHEEL RD DILKUSHA,23.7264135,90.4211725,Nominatim
498,9499,"MIRPUR ADHUNIK HOSPITAL AND , DIAGONSTIC CENTER , RD 5 , MIRPUR 12","MIRPUR ADHUNIK HOSPITAL AND , DIAGONSTIC CENTER , RD 5 , MIRPUR 12",5 MIRPUR 12,23.8245014,90.3670234,Nominatim
499,9500,"MOHONA TELIVISION,H 7,BEGUM ROKEYA,MIRPUR 11","MOHONA TELIVISION,H 7,BEGUM ROKEYA,MIRPUR 11",H 7 BEGUM ROKEYA MIRPUR 11,23.8200967,90.36508485,Nominatim
501,9502,"SK DREAM HOUSE 744, ROAD NO 10 BASHUNDHARA R/A","SK DREAM HOUSE 744, ROAD NO 10 BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
502,9503,"BAHADUR SHAH PARK,JOHNSON RD,BANGLA BAZAR","BAHADUR SHAH PARK,JOHNSON RD,BANGLA BAZAR",JOHNSON RD BANGLA BAZAR,23.711778654665576,90.4115375242531,Nominatim
503,9504,"WOMEN'S AND CHILDREN'S GENERAL HOSPITAL RESIDENTIAL AREA , DHANMONDI","WOMEN'S AND CHILDREN'S GENERAL HOSPITAL RESIDENTIAL AREA , DHANMONDI",GENERAL HOSPITAL RESIDENTIAL AREA DHANMONDI,23.7543441,90.3750222,Nominatim
504,9505,"SHAMIM ELECTRONICS , BLOCK A, BANASREE","SHAMIM ELECTRONICS , BLOCK A, BANASREE",BLOCK A BANASREE,23.7650771,90.42595431048149,Nominatim
505,9506,"267 , MALIBAGH , PABNA COLONY","267 , MALIBAGH , PABNA COLONY","267 , MALIBAGH , PABNA COLONY",23.74685134204471,90.41530542074108,Nominatim
506,9507,"RUPAYAN CITY UTTARA , NALBHOG","RUPAYAN CITY UTTARA , NALBHOG",UTTARA NALBHOG,23.8691067,90.3675303,Nominatim
509,9510,"TIMEFLIES,ROAD 11,BLOCK E,BANANI","TIMEFLIES,ROAD 11,BLOCK E,BANANI",BLOCK E BANANI,23.7927316,90.4069139,Nominatim
510,9511,"ROWSHAN MONZIL , 191/D , ROAD NO 5 , BLOCK A , BASHUNDHARA R/A","ROWSHAN MONZIL , 191/D , ROAD NO 5 , BLOCK A , BASHUNDHARA R/A",ROAD NO 5 BLOCK A BASHUNDHARA R/A,23.81086025,90.4272005,Nominatim
511,9512,"HOLIDAY INN DHAKA , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA","HOLIDAY INN DHAKA , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA",TEJGAON INDUSTRIAL AREA,23.7648783,90.405798,Nominatim
513,9514,"AMERICAN EMBASSY,MADANI AVE,BARIDHARA","AMERICAN EMBASSY,MADANI AVE,BARIDHARA",EMBASSY MADANI AVE BARIDHARA,23.7979715,90.4222444,Nominatim
514,9515,"HAZARIBAGH PARK,HAZARIBAGH","HAZARIBAGH PARK,HAZARIBAGH","HAZARIBAGH PARK,HAZARIBAGH, Dhaka, Bangladesh",23.72672085,90.37336270053262,Nominatim
516,9517,"DRAGON TOWER , DIT RD , CHOWDHURY PARA , MALIBAGH","DRAGON TOWER , DIT RD , CHOWDHURY PARA , MALIBAGH",MALIBAGH,23.7464464,90.4159433,Nominatim
517,9518,"ARAFAT ENTERPRISE,GULSHAN 1,GULSHAN","ARAFAT ENTERPRISE,GULSHAN 1,GULSHAN",GULSHAN 1 GULSHAN,23.780553,90.4169,Nominatim
518,9519,"DR FATEMA AKTER JOLY , KALLYANPUR , MIRPUR","DR FATEMA AKTER JOLY , KALLYANPUR , MIRPUR",KALLYANPUR MIRPUR,23.79332385,90.34607236500425,Nominatim
519,9520,"HOUSE 2, ROAD 9 , BLOCK G , BANANI DHAKA","HOUSE 2, ROAD 9 , BLOCK G , BANANI DHAKA",2 ROAD 9 BLOCK G BANANI DHAKA,23.789389719959743,90.40485255900694,Nominatim
520,9521,"CHANDRA VAN , KA 47/2 , JOAR SHAHARA BAZAR RD , JOAR SHAHARA","CHANDRA VAN , KA 47/2 , JOAR SHAHARA BAZAR RD , JOAR SHAHARA",RD JOAR SHAHARA,23.815687206080465,90.41690314859932,Nominatim
521,9522,"MIRPUR 11 METRO RAIL STATION, DHAKA","MIRPUR 11 METRO RAIL STATION, DHAKA",METRO RAIL STATION DHAKA,23.7319228,90.3966615,Nominatim
522,9523,"IBN SINA HOSPITAL MASJID , RESIDENTIAL AREA, DHANMONDI","IBN SINA HOSPITAL MASJID , RESIDENTIAL AREA, DHANMONDI",MASJID RESIDENTIAL AREA DHANMONDI,23.7397561,90.3783084,Nominatim
524,9526,"M.K. ELECTRONICS , SECTOR 4 , UTTARA","M.K. ELECTRONICS , SECTOR 4 , UTTARA",SECTOR 4 UTTARA,23.8641998,90.4028027,Nominatim
526,9529,"MUTUAL TRUST BANK , AIRPORT ROAD KURMITOLA , SECTOR 2","MUTUAL TRUST BANK , AIRPORT ROAD KURMITOLA , SECTOR 2",ROAD KURMITOLA SECTOR 2,23.827549806718935,90.39798362521832,Nominatim
527,9530,"OASIS CANTEEN , ROAD 28 , SECTOR 7 , UTTARA","OASIS CANTEEN , ROAD 28 , SECTOR 7 , UTTARA",ROAD 28 SECTOR 7 UTTARA,23.871387699978676,90.39855004977714,Nominatim
528,9531,"SANOFI , H 6/2/A, SEGUNBAGICHA RD , SEGUNBAGICHA","SANOFI , H 6/2/A, SEGUNBAGICHA RD , SEGUNBAGICHA",SEGUNBAGICHA RD SEGUNBAGICHA,23.7330446,90.4080986,Nominatim
529,9532,"RAJLOKKHI COMPLEX , SECTOR 3, UTTARA","RAJLOKKHI COMPLEX , SECTOR 3, UTTARA",COMPLEX SECTOR 3 UTTARA,23.8596981,90.4013022,Nominatim
530,9533,"H 44,RD 8,JANATA HOUSING,MOHAMMADPUR","H 44,RD 8,JANATA HOUSING,MOHAMMADPUR",JANATA HOUSING MOHAMMADPUR,23.796305,90.3653163,Nominatim
531,9534,"DIGITECH24,SHAHJADPUR,BADDA","DIGITECH24,SHAHJADPUR,BADDA",SHAHJADPUR BADDA,23.7807959,90.4262663,Nominatim
532,9535,"KAMALAPUR , RAILWAY STATION , KAMALAPUR","KAMALAPUR , RAILWAY STATION , KAMALAPUR","KAMALAPUR , RAILWAY STATION , KAMALAPUR",23.7305398,90.4268578953479,Nominatim
533,9536,"BEACON POINT DRUD ADDICTION TREATMENT CENTERR,GULSHAN 1,GULSHAN","BEACON POINT DRUD ADDICTION TREATMENT CENTERR,GULSHAN 1,GULSHAN",GULSHAN 1 GULSHAN,23.780553,90.4169,Nominatim
534,9537,"GAS ROAD , SHONIR AKHRA , JATRABARI","GAS ROAD , SHONIR AKHRA , JATRABARI",ROAD SHONIR AKHRA JATRABARI,23.7025075,90.4360327,Nominatim
536,9539,"JORIMUN VILLA,H 112,RD 1,MOHAKHALI","JORIMUN VILLA,H 112,RD 1,MOHAKHALI",H 112 RD 1 MOHAKHALI,23.791507579913457,90.39855947838156,Nominatim
537,9540,"WORD NO-98 ( BISHRAM ALAKA ) , BIMAN BANDAR , DHAKA","WORD NO-98 ( BISHRAM ALAKA ) , BIMAN BANDAR , DHAKA",) BIMAN BANDAR DHAKA,23.8513868,90.4086436,Nominatim
539,9542,"BANGABANDHU SHEIKH MUJIBUR RAHMAN NOVO THEATRE , BIJOY SARANI, OLD AIRPORT , TEJGAON","BANGABANDHU SHEIKH MUJIBUR RAHMAN NOVO THEATRE , BIJOY SARANI, OLD AIRPORT , TEJGAON",AIRPORT TEJGAON,23.7787587,90.38479490843017,Nominatim
540,9543,"HUSSAIN VILLA , HOUSE 4, ROAD 11 , SECTOR 12 , UTTARA","HUSSAIN VILLA , HOUSE 4, ROAD 11 , SECTOR 12 , UTTARA",HOUSE 4 ROAD 11 SECTOR 12 UTTARA,23.87235935768489,90.38192192345755,Nominatim
541,9544,"VINCI STYLES , HOUSE 34 , LAKE DR ROAD , SECTOR 7 , UTTARA","VINCI STYLES , HOUSE 34 , LAKE DR ROAD , SECTOR 7 , UTTARA",HOUSE 34 LAKE DR ROAD SECTOR 7 UTTARA,23.869649525350567,90.39377268469798,Nominatim
542,9545,"GAOCHIA CHISTIA STORE,ADABOR,MOHAMMADPUR","GAOCHIA CHISTIA STORE,ADABOR,MOHAMMADPUR",ADABOR MOHAMMADPUR,23.77375687138449,90.35743275320807,Nominatim
