location,coordinates,latitude,longitude,grid_label
"VANTURA BUENAVISTA , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"18/A, ROAD 47 , GULSHAN 2","(23.7927623, 90.4122911)",23.7927623,90.4122911,R14C8
"ROKEYA PALACE,SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"H 16 , RD 3 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"BASHUNDHARA CITY SHOPPING COMPLEX,PATHAPATH,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"INSPIRA ADVISORY AND CONSULTING LTD , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"LAKE WOOD , H 351, SAYEM SOBHAN ANVIR RD , BLOCK E , BASUNDHARA R/A","(0.96675, 33.82622)",0.96675,33.82622,
SECURITY CHECK POST GULSHAN 2 GULSHAN,"(23.7917, 90.4167)",23.7917,90.4167,R14C9
"HITACHI , H 30 , GULSHAN LINK RD , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"UNITED HOSPITAL , RD 71 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ALLIANCE SHARNAKUNJU , HOUSE 12-14 , ROAD 2 , BLOCK D , MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"DNCC POLICE BOX,MADANI AVENUE BARIDHARA,NOTUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,
"BANGLADESH CHINA FRIENDSHIP EXHIBITION,SECTOR 4,PURBACHAL","(23.8426962, 90.5338706)",23.8426962,90.5338706,
"NR TOURS & TRAVELS,SECTOR 4,UTTARA","(9.9481557, 76.2922523)",9.9481557,76.2922523,
"MUSLIM SWEETS , BEGUM ROKEYA SHARANI , SENPARA PARBATA , PURBA KAZIPARA","(25.74623, 89.0251)",25.74623,89.0251,
"ST. JOSEPH HIGHER SECONDARY SCHOOL , ASAD  AVENUE , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"H 39,RD 7,MERUL BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"DACCA OVERSEAS RANGS NAHARAZ TOWER , HOUSE 14 ,S ECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"H KHA 32/5A , BIR UTTAM RAFIQUL ISLAM AVE , SHAHJADPUR","(23.79191, 90.42498)",23.79191,90.42498,R14C9
"PAIKPARA , NARAYANGANJ SADAR","(23.606078, 90.4981573)",23.606078,90.4981573,
"BANGABANDHU MILITARY MUSEUM , BIJOY SARANI DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"NEW DHANSIRI RESTAURANT - GULSHAN2, ROAD 46, GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"RD 4 , SECTOR 1 , UTTARA","(23.8629986, 90.3981149)",23.8629986,90.3981149,R22C7
"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT ( DAC ) ( DAC ) , AIRPORT - DAKSHINKHAN ROAD , DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,
"HOUSE 12,ROAD 15,SECTOR 14,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SOI 71, GULSHAN 2, GULSHAN","(23.794009, 90.4121679)",23.794009,90.4121679,R14C8
"EADIANT CLASSIC , H 32 , RD 6 , BANASHREE , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"HIGH COMMISSION OF PAKISTANS,NE(C),2,RD 71,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"KHAN DOMINNO , ACCPDINO , BORO MOGHBAZAR","(23.65, 90.58)",23.65,90.58,
"ATHENA'S FURNITURE AND HOME DECOR , ROAD 24 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MAA GENERAL STORE , H 15 , AVE 5 MAIN RD , MIRPUR 11","(23.805, 90.366)",23.805,90.366,R16C3
"KONAPARA BUS STOP,DHAKA DEMRA HIGHWAY,GOPIBAG,JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"SOCHIB NIBASH , ESKATON GARDEN ROAD , RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"KFC,GULSHAN 1,GULSHAN","(23.7889949, 90.4162266)",23.7889949,90.4162266,R14C9
"BANGLADESH UNIVERSITY  , IQBAL ROAD , MOHAMMADPUR","(23.7616428, 90.3674589)",23.7616428,90.3674589,R11C4
"FOTOBOSS, SECTOR 13, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
SHAWON & T MIRPUR DOHS,"(42.4263741, -90.5753118)",42.4263741,-90.5753118,
"JAMAN PALACE , HOUSE 8 , LANE 9 , BLOCK A , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"GABTOLI BUS STATION MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI","(23.96399, 90.65082)",23.96399,90.65082,
"MOMEN BAG ROAD ( ARABARI ROAD ) , NEWTOWN R/A , GREEN MODEL TOWN","(23.7283, 90.4518)",23.7283,90.4518,R7C12
"SALIMUDDIN MARKET RD,AHMED NAGAR,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"H 63 DURGA MANDIR RD , JAFRABAD","(24.78647, 88.78203)",24.78647,88.78203,
"KURIL BISHWA ROAD,BUS STOP, PRAGATI SARANI,NIKUNJA 1,BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"NAGAR CHAYANEER,TOPKHANA ROAD,FAKIRAPOOL,PALTAN","(23.7329978, 90.4076725)",23.7329978,90.4076725,R8C8
rd 4 block a mirpur 12,"(23.805, 90.366)",23.805,90.366,R16C3
"OLIVE TOUCH, 168, HATIRPOOL, DHANMONDI R/A , PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"LE MERIDIEN DHAKA , AIRPORT RD , NIKUNJA 2","(23.8359062, 90.418955)",23.8359062,90.418955,R19C9
"ECB CHATTAR BUS STOP , MIRPUR DOHS LINK RD , MATIKATA","(25.14906, 88.65018)",25.14906,88.65018,
"CHAD UDDAN , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"13/16, ROAD NO 2, MUKTI HOSUING , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,R12C3
"MCL ZENITH , RD 7 , MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"BASUNDHARA CITY JAME MASJID,PANTHAPATH","(23.7510179, 90.3901409)",23.7510179,90.3901409,R10C6
"H 76,RD 3,MOHAMMADI HOUSING LTD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"THE RED CHAMBER , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"THE BUFFET VAMPIRE , WEST , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"JANANI COURIER AND PARCEL SERVICE , JOYDEBPUR RD 1702","(23.9833, 90.4)",23.9833,90.4,
"SINGER PLUS MUGDA , SOUTH MUGDAPARA","(23.73169, 90.43473)",23.73169,90.43473,R7C10
"BAY'S EDGEWATER , MADANI AVENUE , GULSHAN 2, GULSHAN","(23.7960821, 90.4175174)",23.7960821,90.4175174,R15C9
"NANDAN DEWAN PARK , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"OFFICE OF THE PANEL PHYSICIAN , BLOCK K BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"MALONCHO COMMUNITY CENTER, DHAKA CHITTAGONG HIGHWAY , WEST JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"NILKHET BOOK MARKET, BABUPURA NILKHET","(23.7327906, 90.3854501)",23.7327906,90.3854501,R8C5
"SANTI NIBAS,SOUTH MONIPUR,MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"SUMO TECH ENTERPRISE,MASJID RD,NAYA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"BANANI CLUB,RD 1,BANANI","(23.7927316, 90.4069139)",23.7927316,90.4069139,R14C8
"BLUNEL , MONESHWAR ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"SS FASHION BD , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
CHA AR UTHSON SECTOR 4 UTTARA,"(23.8667, 90.4)",23.8667,90.4,R22C7
"HANIF & ARIF,CHARTERED ACCOUNTANTS,GULSHAN 2,GULSHAN","(39.21667, 39.1)",39.21667,39.1,
"H 35, SAVE THE CHILDREN , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ARISTOCRAT TOUR & TRAVELS , 10, AVENUE 1, SECTION 2","(47.54007, 1.50525)",47.54007,1.50525,
"DOULAT PALACE , H 18 , RD 12 , SECTOR 1 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MUL 10 BLOCK B , MIRPUR 6","(23.805, 90.366)",23.805,90.366,R16C3
"PALLABI POST OFFICE,PALLABI POST OFFICE,BLOCK B,MIRPUR 7","(23.805, 90.366)",23.805,90.366,R16C3
"DOLONCHAPA , SECTOR 18 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MITHAI SHEKHERTEK 2 , SHEKHERTEK , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"FAMILYMART , BADDA GIRLS SCHOOL ROAD , DAKKHIN BADDA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"18/G , BJRI COLONY ROAD , DHANMONDI","(23.7568903, 90.3780732)",23.7568903,90.3780732,R10C5
"NOBO NIR , BABAR RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ASSURE KAPOTI , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MUKHRUCHI RESTAURANT,BLOCK D,MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"KAZI BARI , H 5 , RD , AFTAB NAGAR PROJECT , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"BELLISIMO BY BUSHRA,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"HOUSE 21,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"KMART SUPER SHOP,39,LAKE CIRCUS ROAD,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"PORANBAZAR , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"KINH PALACE , H 25/1 HAZI AFSARUDDIN RD , WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"32, ROAD 11, SECTION 2","(22.8933377, 91.5339391)",22.8933377,91.5339391,
"KING OPTICS , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"LANKAN ALLIANCE FINANCE LIMITED,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"patwary homeopathic hall , serulia demra","(23.70992, 90.45456)",23.70992,90.45456,R5C12
"LAB AID PHYSIOTHERAPY CENTER(DR SADIK PHYSIOTHERAPIST),SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"AHSANIA MISSION CANCER & GENERAL HOSPITAL , DHAKA ASHULIA HUGHWAY , SECTOR 10, UTTARA","(23.8036477, 90.3773328)",23.8036477,90.3773328,R15C5
4.56,"(24.4769288, 90.2934413)",24.4769288,90.2934413,
"HOUS 23, ROAD 1 , BLOCK K , BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"MOJAR TV, OUTER CIRCULAR RD, KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,R8C9
"UCB BANK , GULSHAN AVE , GULSHAN 2","(23.7954374, 90.4156549)",23.7954374,90.4156549,R15C8
"DALIM JORI HOUSE , MONESHWAR ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"H 207 , HASEN UDDIN RD , NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"ZERO HOUR BITES,ROAD 14/A,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"OMNI CARE PHARMACY,SHEWRAPARA,MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"BEST WESTERN PLUS MAPLE LEAF , SECTOR 1 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"PEOPLES CARE,HOSPITAL,BLOCK J,BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"AFRA PHARMACY , 112 , ROAD NO 8 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR","(23.7586628, 90.3557782)",23.7586628,90.3557782,R11C2
"HOUSE 04,ROAD18,SECTOR 12,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"IRANIAN INTERNATIONAL SCHOOL,RD 3,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"UMM CAFE , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"CITY INTERNATIONAL SCHOOL , HIRAJHEEL RD , HIRAJHEEL , SHIDDHIRGANJ , NARAYANGANJ, 1361","(23.8333, 90.3333)",23.8333,90.3333,R19C0
"BASHUNDHARA  D BLOCK , SERVICE ROAD , BLOCK D , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"CONCORD CENTER , ROAD 52 , GULSHAN NORTH AVENUE , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"COLONY RD,JIGATALA","(23.7262311, 90.3872494)",23.7262311,90.3872494,R7C5
"LIGHTHOUSE INTERNATIONAL SCHOOL ( LIS ) , ROAD 23 , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"VIBES WEIGHT LOSS, SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"GULSHAN CENTRAL MASJID(AZAD MASJID)3,ROAD 36,GULSHAN 2,GULSHAN 2","(23.7901058, 90.4145785)",23.7901058,90.4145785,R14C8
679 MASHJID ROAD SENPARA PARBATA PURBA KAZIPARA,"(25.74623, 89.0251)",25.74623,89.0251,
"RD 16,RUPNAGAR,PALLABI","(23.825, 90.37)",23.825,90.37,R18C4
"SRI SRI KALI MANDIR,KOLTABAZAR,SUTRAPUR","(24.87536, 90.20064)",24.87536,90.20064,
"H 16 , RD 2 , AFTAB NAGAR PROJECT , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"HOUSE 109,ROAD 13A,BLOCK C,BANANI DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"IBN SINA SPECIALIZED HOSPITAL , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"ANWER KHAN MODERN MEDICAL COLLEGE HOUSE NO 17, ROAD 8 , DHANMONDI","(23.745296, 90.3819718)",23.745296,90.3819718,R9C5
"NEW ESKATON RD , PARIBAG , RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
ABEDIN VILLA H 187/B JHEELPAR RD KHILGAON,"(23.75722, 90.46443)",23.75722,90.46443,R10C13
"COZMO CAFE & BISTRO , BLOCK G , BASHUNDHARA R/A","(33.3247371, 44.4516787)",33.3247371,44.4516787,
"KHALEQUE GAS STATION , KALYANPUR","(23.78134, 90.35697)",23.78134,90.35697,R13C2
"STAR CINEPLEX , BASHUNDHARA CITY PANTHAPATH , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"EMK CENTER, GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
NOBODOY BLOCK C JAME MASJID NOBODOY HOUSING SOCIETY MOHAMMADPUR,"(23.7659, 90.35851)",23.7659,90.35851,R11C3
"HANG 10 BURGERS BLOCK A, MIRPUR12","(23.805, 90.366)",23.805,90.366,R16C3
"AL ARABIAN CAKE & SWEETS,BIR UTTAM  A K KHANDAKER SOROK,MOHAKHALI","(23.763235, 90.3622712)",23.763235,90.3622712,R11C3
"QUANTUM SANAM , HOUSE 15 , ROAD 8 , SECTOR9 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"RD 5,SECTOR 5,UTTARA","(23.8699122, 90.3874414)",23.8699122,90.3874414,R23C6
"GULF INTERNATIONAL ASSOCIATES LTD,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SHEIKH JAMAL DHANMONDI CLIB LTD , RD 8 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"AVENUE 2, ( BRINDABON ROAD ) MIRPUR DOHS , MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"PREMIER BANK LTD , RD 2/B , NATUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,
"GUIDENCE CADET COACHING (GCC) SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SHWAPNO 2,KAZIPARA,MIRPUR","(23.8021269, 90.3620849)",23.8021269,90.3620849,R15C3
"FURSAN AIR , BLOCK A , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"PALASHI , LALBAGH","(23.7263929, 90.3866214)",23.7263929,90.3866214,R7C5
"ROAD NO 11, KALLYANPUR  , DARUSSALAM , 1000","(23.729, 90.4112)",23.729,90.4112,R7C8
"S R PLAZA,HOUSE 137/10,MIRPUR ROAD,SHAHID BUDDHIJIBI GRAVEYARD,MIRPUR 1","(28.02271, 69.54886)",28.02271,69.54886,
"ZIGATOLA BUS STAND,JIGATOLA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"6/7, MIRPUR ROAD , DHANMONDI R/A , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,R12C3
"H 27 , RD 1 , MOHAMMADPUR HOUSING LTD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"STAR HOTEL & KABAB RESIDENTIAL AREA , DHANMONDI","(-36.9450247, 174.8448364)",-36.9450247,174.8448364,
"MUSLIM BAZAR,BLOCK D,MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"US BANGLA AIRLINES,SHAHID COLONER GULZAR UDDIN RD,BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"NIRVANA SPA,GULSHAN 1,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"AHAD AMBULANCE SERVICE,ESKATON GARDEN ROAD,RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"4/12, GOPIBAG LANE 2, TIKATULI","(23.7216313, 90.4271251)",23.7216313,90.4271251,R6C9
"J.F PALACE , 99 , LAKE CIRCUS ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"SECTOR 10,UTTARA","(23.8823382, 90.3893745)",23.8823382,90.3893745,R24C6
"TOP TEN MART LTD,MIRPUR 1,
MUKTOBANGLA SHOPPING COMPLEX,
MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"SULTAN'S DINE , S ALI TOWER , MAIN ROAD 1 , MIRPUR 6","(23.805, 90.366)",23.805,90.366,R16C3
"688/2 , BDRCS NHQ , MOGBAZAR , 1217","(23.7534137, 90.4045488)",23.7534137,90.4045488,R10C7
"BOTANICAL GARDEN,MIRPUR 2","(23.823888, 90.3505775)",23.823888,90.3505775,R18C2
"FOOD CRAFTS , SHAHID BAKI SARAK , TALTOLA , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"TAOHEED TOWER 3 MAIN GATE,TOLARBAG,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"EASTERN TUBES LIMITED,INDUSTRIAL AREA,TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"IBRAHIMPUR CENTRAL JAME MASJID PRIMARY SCHOOL RD,NORTH IBRAHIMPUR","(24.07203, 90.94861)",24.07203,90.94861,
"16,ROAD 2,MUKTI HOUSING,KALLYANPUR","(23.7772935, 90.3705672)",23.7772935,90.3705672,R13C4
"UNITED HOSPITAL , RD 72 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MILESTONE SCHOOL & COLLEGE,ROAD 3,SECTOR 6,UTTARA","(27.6669841, 85.3255697)",27.6669841,85.3255697,
"CGHAR BADAS , SHAHBAGH , RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"AT AND DRINK,HOUSE HA/98,GULSHAN BADDA LINK ROAD,MIDDLE BADDA,BADDA,DHAKA 1212","(24.34671, 90.00523)",24.34671,90.00523,
"ABAKASH,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SONDHYAMALOTI ( 4A, 4B, 4C, 4D), SECTOR 18 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"YELLOW,GULSHAN AVENUE,DAKKHIN BADDA,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MIRPUR UDAYAN SCHOOL AND COLLEGE , BLOCK 10/D, RD 28 , MIRPUR 10","(23.8133463, 90.3732101)",23.8133463,90.3732101,R17C4
"41/3,KHONDOKAR GOLI,WIRELESS,PALTAN","(23.7427238, 90.4096773)",23.7427238,90.4096773,R9C8
"GOOD LUCK HOUSE NAYMHA , RUPNAGAR RESIDENTIAL AREA , MIRPUR `","(23.805, 90.366)",23.805,90.366,R16C3
"ADIB TELECOM , NORTH BISHIL , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"H 44,RD 12,NIKUNJA 2","(23.8324457, 90.4168725)",23.8324457,90.4168725,R19C9
"DESIGN EXPERT-BD , EASTERN PALLABI , MIRPUR 11.5","(23.805, 90.366)",23.805,90.366,R16C3
HOUSE 75 ROAD 11 SECTOR 13 UTTARA DHAKA BANGLADESH ASIA EARTH,"(22.26652, 91.94482)",22.26652,91.94482,
"SHAHIN HARDY , MIRPUR RD, DHANMONDI","(23.7392421, 90.3831434)",23.7392421,90.3831434,R8C5
"UMBRELLA CAFE , BLOCK B , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
HAQUE ELECTRONICS WEST DHANMONDI,"(23.74, 90.385)",23.74,90.385,R8C5
"KURIL FLYOVER ,KURIL","(23.8230443, 90.4214937)",23.8230443,90.4214937,R18C9
"YUM CHA DISTRICT , GULSHAN 1, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"THE MIDORI BY LAKESHORE , GULSHAN 2 , GULSHAN","(23.7966677, 90.4157159)",23.7966677,90.4157159,R15C8
"NIKETAN CANTRAL MOSQUE , ROAD 4 NIKETON , NIKETON HOUSING SOCIETY , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"PAMIR HEIGTS,H 7,RD 29,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"FELINE TECH , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"RIFAT DAIRY MILK,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ALLIANCE HOSPITAL LIMITED , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"RD 61, GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,R14C7
"4/3, ZAKIR HOSSAIN ROAD , MOHAMMADPUR","(23.756423, 90.3674809)",23.756423,90.3674809,R10C3
"TAMAL SERVICE CENTER , PIRERBAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"MUSLIM BAZAR MIRPUR 12 PALLABI , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"ABAHANI CLUB LIMITED,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"KAZI BARI , H 167, RD 19 , SOUTH BANASREE PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"DIAMOND HOTEL AND RESTAURANT,WEST DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"EAST WEST MEDICAL COLLEGE AND HOSPITAL,RD 1,BHATALIYA,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"COSMOPOLITAN SCHOOL & COLLEGE ,  BHATULIYA , TURAG","(52.5277534, 13.4062933)",52.5277534,13.4062933,
"76,GIRLS SCHOOL ROAD,DHANMONDI","(23.7505489, 90.3828733)",23.7505489,90.3828733,R10C5
MENTORS BANANI & BRITISH COUNCIL IELTS TEST VENUE BLOCK E,"(40.82472, 19.83917)",40.82472,19.83917,
"DARUSSALAM TOWER,MIRPUR ROAD","(23.7784362, 90.3560408)",23.7784362,90.3560408,R13C2
"LAB AID SPEICIALIZED HOSPITAL,HOUSE 6,ROAD 4,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"RENAISSAMCE DHAKA GULSHAN HOTEL , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"13/A , KAMAL ATATURK , GULSHAN 2 , GULSHAN","(23.7937617, 90.4065492)",23.7937617,90.4065492,R14C8
"H 153, SHANTINAGAR RD , RAJARBAG , MALIBAGH","(23.7393386, 90.4150796)",23.7393386,90.4150796,R8C8
"M RAHMAN ELECTRIC , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"H 184, ATISH DIPANKAR RD , BASABO","(23.7259354, 90.4286922)",23.7259354,90.4286922,R7C10
"SMART RENT A CAR , SECTION 13 , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"OFFICERS CLUB,BAILY RD","(23.7423245, 90.4050489)",23.7423245,90.4050489,R9C7
"AMZ HOSPITAL , SHADHINOTA SARANI NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"JAMAL STORE , BAKSHI BAZAR , OLD DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"MITALY BHABAN,365/1,NOTYJ PERERBUUG,MUKTI HOUSING,DOKKHIN MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,
"TENEMENT 4,H 301/A, BASUNDHARA R/A,BLOCK E,BASUNDHA R/A","(0.96675, 33.82622)",0.96675,33.82622,
"KABAB HOUSE , TALTOLA KHILGAON","(23.7457861, 90.4278083)",23.7457861,90.4278083,R9C10
"TRIPTALOY H 4/3, SALIMULLAH RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"MASTER BARI KHOJETABAG , MASTER BARI TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"PIN POINT PHOTOGRAPHY , NIKETON , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"DHAKA MYMENSINGH HIGHWAY , SECTOR 4 , UTTARA","(23.8775898, 90.4012724)",23.8775898,90.4012724,R24C7
"34/8 PALLABI , PALLABI , MIRPUR 12","(23.8262565, 90.3611751)",23.8262565,90.3611751,R18C3
"ADD EUPHORIA , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"THOLAY-THOLAT , SHAH ALI BAG , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
17/19 HORICHARON RAY ROAD FORIDABAD DHAKA 1204,"(23.7011, 90.4263)",23.7011,90.4263,R4C9
"RD 10,BLOCK C,BASHUNDHARA","(23.8220479, 90.4274078)",23.8220479,90.4274078,R17C10
"JAMUNA GROUP HEAD OFFICE , JAMUNA FUTURE PARK , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"HASAN KHAN IT LIMITED , SECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MADHURIKA,SHAHID MANNAN LINE,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
